index,method,seed,energy,energy_diverse,cost,diversity,n_modes,round,k
190,mf_random,1,-5.201268,-3.8592575752735137,10322.599999999999,0.4626898490211528,20,1,200
191,mf_random,1,-5.510239,-4.316738095283508,14959.199999999999,0.46234113307394104,18,2,200
192,mf_random,1,-5.9459925,-4.738819333314896,20328.399999999998,0.4643127055070798,19,3,200
193,mf_random,1,-6.2044444,-4.985343780517578,25182.799999999996,0.4648360201907596,17,4,200
194,mf_random,1,-6.4202895,-5.1894333302974704,29898.599999999995,0.46812253146810306,19,5,200
195,mf_random,1,-6.5957594,-5.443554908037186,35148.99999999999,0.4701240876621233,20,6,200
196,mf_random,1,-6.6962056,-5.547242685556411,39864.799999999996,0.4707873497494671,22,7,200
197,mf_random,1,-6.9480395,-5.72650609254837,44818.2,0.473120521781617,27,8,200
198,mf_random,1,-7.096298,-5.795193810462951,48999.399999999994,0.47566335038262525,18,9,200
199,mf_random,1,-7.2203274,-5.949956448078155,53853.799999999996,0.4767952836805888,23,10,200
200,mf_random,1,-7.285189,-6.033330919742585,58173.6,0.47693179646316086,19,11,200
201,mf_random,1,-7.334714,-6.084564075469971,63245.799999999996,0.47715921684724083,21,12,200
202,mf_random,1,-7.400026,-6.129268074035645,68238.79999999999,0.47748111650039954,20,13,200
203,mf_random,1,-7.5090904,-6.211715910434723,72518.99999999999,0.4765019714086202,18,14,200
204,mf_random,1,-7.529788,-6.2646856784820555,77729.79999999999,0.4760672417968395,18,15,200
205,mf_random,1,-7.6028576,-6.360599324703217,82762.4,0.4774254797738243,23,16,200
206,mf_random,1,-7.705503,-6.476299252510071,86943.59999999999,0.4758226650791694,20,17,200
207,mf_random,1,-7.8075233,-6.555319218635559,87758.79999999999,0.4759824473152884,24,18,200
208,mf_random,1,-7.8671203,-6.605813312530517,91543.99999999999,0.47460989828447125,21,19,200
209,mf_random,1,-7.9425535,-6.650772566795349,95962.79999999999,0.47613189444889686,22,20,200
210,mf_random,1,-7.9584618,-6.687973430156708,100836.99999999999,0.47604562067070166,24,21,200
211,mf_random,1,-7.9725246,-6.7287323808670045,105651.79999999999,0.4757618533605441,21,22,200
212,mf_random,1,-8.034036,-6.781522383689881,109476.59999999999,0.4749420640263853,23,23,200
213,mf_random,1,-8.070826,-6.8190168762207035,114627.99999999999,0.47470688008712214,20,24,200
214,mf_random,1,-8.122654,-6.884360296726227,119680.39999999998,0.47523325722526205,21,25,200
215,mf_random,1,-8.213279,-6.913929121494293,124356.59999999998,0.47592145072128156,21,26,200
216,mf_random,1,-8.247641,-6.9523436236381535,128715.99999999997,0.47790498011195154,23,27,200
217,mf_random,1,-8.275013,-6.984616405963898,133689.19999999998,0.47829654158121976,22,28,200
218,mf_random,1,-8.307871,-7.027069063186645,138781.19999999998,0.4779216146582027,22,29,200
219,mf_random,1,-8.3270645,-7.039804420471191,142803.99999999997,0.47802575180777745,24,30,200
220,mf_random,1,-8.357508,-7.062758746147156,148192.99999999997,0.47822977978511505,22,31,200
221,mf_random,1,-8.407292,-7.1399211597442624,153284.99999999997,0.4779621292619901,22,32,200
222,mf_random,1,-8.417827,-7.14599793434143,158396.79999999996,0.4787113522746966,21,33,200
223,mf_random,1,-8.418064,-7.160481758117676,162835.39999999997,0.4788887010917162,21,34,200
224,mf_random,1,-8.477829,-7.187760157585144,167392.79999999996,0.47889571633379924,22,35,200
225,mf_random,2,-9.430489,,5626.6,,,0,1
226,mf_random,2,-9.8367195,,10164.2,,,1,1
227,mf_random,2,-12.020086,,14503.800000000001,,,2,1
228,mf_random,2,-12.020086,,18803.800000000003,,,3,1
229,mf_random,2,-12.020086,,22806.800000000003,,,4,1
230,mf_random,2,-12.020086,,27027.600000000002,,,5,1
231,mf_random,2,-12.020086,,32436.4,,,6,1
232,mf_random,2,-12.020086,,37667.0,,,7,1
233,mf_random,2,-12.020086,,42620.4,,,8,1
234,mf_random,2,-12.020086,,47514.4,,,9,1
235,mf_random,2,-12.020086,,52210.4,,,10,1
236,mf_random,2,-12.020086,,57322.200000000004,,,11,1
237,mf_random,2,-12.238656,,62275.600000000006,,,12,1
238,mf_random,2,-12.238656,,67506.20000000001,,,13,1
239,mf_random,2,-12.238656,,72459.6,,,14,1
240,mf_random,2,-12.238656,,77254.6,,,15,1
241,mf_random,2,-12.238656,,82109.0,,,16,1
242,mf_random,2,-12.238656,,87121.8,,,17,1
243,mf_random,2,-12.238656,,92629.6,,,18,1
244,mf_random,2,-12.238656,,98038.40000000001,,,19,1
245,mf_random,2,-12.238656,,103170.00000000001,,,20,1
246,mf_random,2,-12.238656,,108004.60000000002,,,21,1
247,mf_random,2,-12.238656,,112977.80000000002,,,22,1
248,mf_random,2,-7.749167,-7.749166584014892,5626.6,0.4864928101160353,2,0,10
249,mf_random,2,-8.354129,-8.235757780075073,10164.2,0.49394110272169234,1,1,10
250,mf_random,2,-8.903551,-8.867337322235107,14503.800000000001,0.48701899995175213,3,2,10
251,mf_random,2,-9.069941,-9.066598320007325,18803.800000000003,0.4620255128770309,3,3,10
252,mf_random,2,-9.752876,-9.638071537017822,22806.800000000003,0.47102705967613057,4,4,10
253,mf_random,2,-10.10268,-9.914695453643798,27027.600000000002,0.5106408646873543,4,5,10
254,mf_random,2,-10.18837,-9.914695453643798,32436.4,0.5172672087733757,4,6,10
255,mf_random,2,-10.18837,-9.9530743598938,37667.0,0.5172672087733757,4,7,10
256,mf_random,2,-10.18837,-9.9530743598938,42620.4,0.5172672087733757,4,8,10
257,mf_random,2,-10.243667,-10.052735328674316,47514.4,0.505018192679483,4,9,10
258,mf_random,2,-10.319325,-10.171618175506591,52210.4,0.49242953730856953,4,10,10
259,mf_random,2,-10.330703,-10.214606094360352,57322.200000000004,0.4857300152058216,3,11,10
260,mf_random,2,-10.711138,-10.582252693176269,62275.600000000006,0.5036404366243076,4,12,10
261,mf_random,2,-10.711138,-10.582252693176269,67506.20000000001,0.5036404366243076,4,13,10
262,mf_random,2,-10.711138,-10.582252693176269,72459.6,0.5036404366243076,4,14,10
263,mf_random,2,-10.83558,-10.716959857940674,77254.6,0.5044506896926252,2,15,10
264,mf_random,2,-10.83558,-10.716959857940674,82109.0,0.5044506896926252,2,16,10
265,mf_random,2,-10.83558,-10.716959857940674,87121.8,0.5044506896926252,2,17,10
266,mf_random,2,-10.83558,-10.716959857940674,92629.6,0.5044506896926252,2,18,10
267,mf_random,2,-10.83558,-10.716959857940674,98038.40000000001,0.5044506896926252,2,19,10
268,mf_random,2,-10.8611555,-10.716959857940674,103170.00000000001,0.5123264907135875,2,20,10
269,mf_random,2,-10.8611555,-10.716959857940674,108004.60000000002,0.5123264907135875,2,21,10
270,mf_random,2,-10.868849,-10.779176807403564,112977.80000000002,0.5075149183166261,3,22,10
271,mf_random,2,-6.1093636,-5.6917304515838625,5626.6,0.469280145515294,10,0,50
272,mf_random,2,-6.8943596,-6.449144248962402,10164.2,0.4726867156870982,12,1,50
273,mf_random,2,-7.3981733,-6.976657428741455,14503.800000000001,0.47252523931867363,11,2,50
274,mf_random,2,-7.582347,-7.240353345870972,18803.800000000003,0.47195592241924,10,3,50
275,mf_random,2,-8.08222,-7.606985054016113,22806.800000000003,0.4785765611504414,10,4,50
276,mf_random,2,-8.357662,-7.861225681304932,27027.600000000002,0.4802566562877553,9,5,50
277,mf_random,2,-8.470395,-7.946380138397217,32436.4,0.48411962069689846,10,6,50
278,mf_random,2,-8.534368,-8.054787607192994,37667.0,0.47948848826617313,10,7,50
279,mf_random,2,-8.590128,-8.149477634429932,42620.4,0.47640948472623956,8,8,50
280,mf_random,2,-8.656517,-8.204551334381103,47514.4,0.47602801659646576,7,9,50
281,mf_random,2,-8.741518,-8.335002508163452,52210.4,0.475569293647858,8,10,50
282,mf_random,2,-8.779438,-8.382339191436767,57322.200000000004,0.47393514242441986,8,11,50
283,mf_random,2,-8.926705,-8.50058024406433,62275.600000000006,0.4761268459321669,10,12,50
284,mf_random,2,-8.938571,-8.51470139503479,67506.20000000001,0.47546165760989695,9,13,50
285,mf_random,2,-8.980216,-8.579879293441772,72459.6,0.4764846219377051,10,14,50
286,mf_random,2,-9.109171,-8.693783378601074,77254.6,0.4766876918327246,9,15,50
287,mf_random,2,-9.145228,-8.693783378601074,82109.0,0.4762849019878959,10,16,50
288,mf_random,2,-9.154702,-8.707779188156128,87121.8,0.4762982110732856,10,17,50
289,mf_random,2,-9.164703,-8.72880846977234,92629.6,0.4742711966270986,10,18,50
290,mf_random,2,-9.201491,-8.754033126831054,98038.40000000001,0.47495964331733304,10,19,50
291,mf_random,2,-9.281146,-8.749043226242065,103170.00000000001,0.47475747090220455,10,20,50
292,mf_random,2,-9.281146,-8.749043226242065,108004.60000000002,0.47475747090220455,10,21,50
293,mf_random,2,-9.321511,-8.79853735923767,112977.80000000002,0.47379305888600765,10,22,50
294,mf_random,2,-5.225061,-4.462859570980072,5626.6,0.4591409611010371,15,0,100
295,mf_random,2,-6.122903,-5.3944053459167485,10164.2,0.46802689032040273,17,1,100
296,mf_random,2,-6.6389174,-5.8559255695343015,14503.800000000001,0.470621879483164,14,2,100
297,mf_random,2,-6.8693776,-6.174233617782593,18803.800000000003,0.4695792261169309,14,3,100
298,mf_random,2,-7.2937865,-6.539672746658325,22806.800000000003,0.47110080179469516,14,4,100
299,mf_random,2,-7.5472856,-6.817398219108582,27027.600000000002,0.47197011143036655,14,5,100
300,mf_random,2,-7.6902866,-6.853505005836487,32436.4,0.4761410879679789,11,6,100
301,mf_random,2,-7.7716413,-6.9507163667678835,37667.0,0.4742819614176774,16,7,100
302,mf_random,2,-7.881531,-7.090570721626282,42620.4,0.47518513038441157,13,8,100
303,mf_random,2,-7.9553313,-7.1457847261428835,47514.4,0.4760592487409413,14,9,100
304,mf_random,2,-8.05134,-7.255444107055664,52210.4,0.477882144197102,14,10,100
305,mf_random,2,-8.098423,-7.305046520233154,57322.200000000004,0.4776727200037727,14,11,100
306,mf_random,2,-8.221978,-7.3812576150894165,62275.600000000006,0.47935306075707623,15,12,100
307,mf_random,2,-8.239727,-7.40183657169342,67506.20000000001,0.4779130690687999,14,13,100
308,mf_random,2,-8.29311,-7.488532781600952,72459.6,0.47814493103272593,15,14,100
309,mf_random,2,-8.3996525,-7.5788714933395385,77254.6,0.47791996735446685,13,15,100
310,mf_random,2,-8.432212,-7.580425677299499,82109.0,0.4789566145744803,15,16,100
311,mf_random,2,-8.444263,-7.650252637863159,87121.8,0.4775600508695354,15,17,100
312,mf_random,2,-8.45939,-7.690245461463928,92629.6,0.47613600586591526,15,18,100
313,mf_random,2,-8.489011,-7.721920790672303,98038.40000000001,0.47553473621175174,14,19,100
314,mf_random,2,-8.555926,-7.736920566558838,103170.00000000001,0.47576563579382225,15,20,100
315,mf_random,2,-8.558826,-7.748113298416138,108004.60000000002,0.47589801886744865,15,21,100
316,mf_random,2,-8.584855,-7.798372144699097,112977.80000000002,0.4762544725773061,15,22,100
317,mf_random,2,-4.24074,-2.738713832497597,5626.6,0.4544299628254044,18,0,200
318,mf_random,2,-5.287816,-3.9911661314964295,10164.2,0.4637876809416551,13,1,200
319,mf_random,2,-5.7975745,-4.459807965755463,14503.800000000001,0.4664657509143904,19,2,200
320,mf_random,2,-6.103723,-4.846854979991913,18803.800000000003,0.4689826365849858,20,3,200
321,mf_random,2,-6.487251,-5.244967842102051,22806.800000000003,0.46968433608133664,21,4,200
322,mf_random,2,-6.727726,-5.4213411688804625,27027.600000000002,0.46868063787955416,22,5,200
323,mf_random,2,-6.8851295,-5.467298468351364,32436.4,0.46979342536389285,22,6,200
324,mf_random,2,-6.968153,-5.570147495269776,37667.0,0.4692507908693673,23,7,200
325,mf_random,2,-7.0870166,-5.734805895090103,42620.4,0.4699415034285924,21,8,200
326,mf_random,2,-7.171583,-5.802715048789978,47514.4,0.4695454268289017,19,9,200
327,mf_random,2,-7.283225,-5.90912234544754,52210.4,0.4725289035216141,20,10,200
