index,method,seed,energy,energy_diverse,cost,diversity,n_modes,round,k
362,mf_random,2,6.110977,6.110977230072021,10594.5,0.04175714063583424,50,21,50
363,mf_random,2,6.101591,6.101591291427613,11067.5,0.041325741660049174,50,22,50
364,mf_random,2,6.0981727,6.0981722259521485,11606.5,0.040713903856028105,50,23,50
365,mf_random,2,6.031045,6.031044416427612,12090.5,0.04150188952630724,50,24,50
366,mf_random,2,5.9790883,5.979088582992554,12588.5,0.04350471435686877,50,25,50
367,mf_random,2,5.8566566,5.856657004356384,13052.5,0.046003243581474375,50,26,50
368,mf_random,2,5.764705,5.76722571849823,13575.0,0.04690253125140706,49,27,50
369,mf_random,2,5.764705,5.76722571849823,14058.5,0.04690253125140706,49,28,50
370,mf_random,2,5.734184,5.736484160423279,14515.5,0.04853311578877499,49,29,50
371,mf_random,2,5.5991235,5.599295420646667,14975.0,0.04771045179168187,49,30,50
372,mf_random,2,5.5411816,5.541180958747864,15448.0,0.04841835584109364,50,31,50
373,mf_random,2,5.5113816,5.511381897926331,15910.0,0.05110979381672728,50,32,50
374,mf_random,2,5.504696,5.504696021080017,16395.5,0.05128137327552478,50,33,50
375,mf_random,2,5.483839,5.48383933544159,16853.0,0.0500772811876488,50,34,50
376,mf_random,2,5.445318,5.44531750202179,17313.5,0.05046401797201267,50,35,50
377,mf_random,2,5.4125624,5.412562108039856,17785.0,0.05041531005637738,50,36,50
378,mf_random,2,5.4125624,5.412562108039856,18319.0,0.05041531005637738,50,37,50
379,mf_random,2,5.2745247,5.274524262547493,18793.0,0.05052723608707555,50,38,50
380,mf_random,2,5.2642293,5.264228728413582,19301.0,0.050702373047919656,50,39,50
381,mf_random,2,5.2136273,5.213627350926399,19772.5,0.0512703583499251,50,40,50
382,mf_random,2,5.198381,5.198380931019783,20262.0,0.04999106955490485,50,41,50
383,mf_random,2,5.1614933,5.161493752598762,20736.5,0.050791415646551034,50,42,50
384,mf_random,2,9.054437,8.465898427963257,507.5,0.03737298499170741,80,0,100
385,mf_random,2,8.164821,8.227592816352844,996.0,0.03836091408125424,89,1,100
386,mf_random,2,7.871062,7.894934411048889,1432.0,0.0389714883903051,94,2,100
387,mf_random,2,7.584667,7.601084876060486,1908.0,0.03911752268545881,94,3,100
388,mf_random,2,7.3879924,7.404704098701477,2352.5,0.0364032836100922,97,4,100
389,mf_random,2,7.2503395,7.269805221557617,2843.5,0.03924470494439188,96,5,100
390,mf_random,2,7.1610036,7.1758194923400875,3288.0,0.03946314506080168,96,6,100
391,mf_random,2,7.1204205,7.132893800735474,3724.0,0.03803856341994504,96,7,100
392,mf_random,2,7.0317554,7.04460720539093,4213.5,0.03791904853854547,97,8,100
393,mf_random,2,7.0150957,7.030033268928528,4667.0,0.03859682437900912,96,9,100
394,mf_random,2,6.9260616,6.936358060836792,5157.0,0.03928242067463713,97,10,100
395,mf_random,2,6.8869457,6.896747760772705,5669.0,0.040061191746150415,97,11,100
396,mf_random,2,6.819491,6.828158798217774,6138.5,0.038817558906383165,97,12,100
397,mf_random,2,6.7307158,6.748835916519165,6599.5,0.039198223371228254,95,13,100
398,mf_random,2,6.710776,6.726156849861145,7072.5,0.03930700994975758,96,14,100
399,mf_random,2,6.661752,6.675921478271484,7560.5,0.0409580936841696,96,15,100
400,mf_random,2,6.6530886,6.666132121086121,8087.0,0.041425058833256014,97,16,100
401,mf_random,2,6.6103115,6.620865678787231,8595.5,0.04256350060622519,97,17,100
402,mf_random,2,6.5985737,6.608459615707398,9130.5,0.04232112680232792,97,18,100
403,mf_random,2,6.554359,6.562156090736389,9602.0,0.04256222920540409,97,19,100
404,mf_random,2,6.522501,6.529831457138061,10091.0,0.04246027713376874,97,20,100
405,mf_random,2,6.467264,6.4734335088729855,10594.5,0.042519135102450104,97,21,100
406,mf_random,2,6.457542,6.462917971611023,11067.5,0.042238964783062605,97,22,100
407,mf_random,2,6.448329,6.45324676990509,11606.5,0.042210131839610816,97,23,100
408,mf_random,2,6.3899603,6.393094539642334,12090.5,0.043429951487114545,97,24,100
409,mf_random,2,6.3519597,6.3541227102279665,12588.5,0.043754591983469225,97,25,100
410,mf_random,2,6.2740755,6.27539715051651,13052.5,0.04504722951434755,97,26,100
411,mf_random,2,6.2146997,6.2203069186210636,13575.0,0.045990013104878075,97,27,100
412,mf_random,2,6.2146997,6.2203069186210636,14058.5,0.045990013104878075,97,28,100
413,mf_random,2,6.1876354,6.192188189029694,14515.5,0.045201634930599185,97,29,100
414,mf_random,2,6.090178,6.094306919574738,14975.0,0.04581278181244958,99,30,100
415,mf_random,2,6.0405135,6.0443745350837705,15448.0,0.04546757881282674,99,31,100
416,mf_random,2,6.0113664,6.014970500469207,15910.0,0.046418748183472865,99,32,100
417,mf_random,2,5.987801,5.994244010448456,16395.5,0.0468245763046199,98,33,100
418,mf_random,2,5.962027,5.968226659297943,16853.0,0.04507841031111486,98,34,100
419,mf_random,2,5.929347,5.935155265331268,17313.5,0.04480606932157109,98,35,100
420,mf_random,2,5.905986,5.911503708362579,17785.0,0.04402556305071448,98,36,100
421,mf_random,2,5.900406,5.906658823490143,18319.0,0.044195246346042286,97,37,100
422,mf_random,2,5.811171,5.817354542315006,18793.0,0.044438046596777366,96,38,100
423,mf_random,2,5.8016148,5.807432605326175,19301.0,0.04462961346435832,96,39,100
424,mf_random,2,5.7540746,5.7578708329796795,19772.5,0.04517326221998558,96,40,100
425,mf_random,2,5.7414427,5.744685160219669,20262.0,0.04489346588008558,96,41,100
426,mf_random,2,5.7141433,5.716882196962834,20736.5,0.04602887394278502,96,42,100
427,mf_random,2,9.746376,4.2329492139816285,507.5,0.034838229612493596,91,0,200
428,mf_random,2,9.17271,7.059107482433319,996.0,0.0384612272433594,138,1,200
429,mf_random,2,8.526007,8.871791818141936,1432.0,0.037711005802346154,159,2,200
430,mf_random,2,8.153372,8.269156887531281,1908.0,0.037208690307726486,165,3,200
431,mf_random,2,7.920246,7.997483513355255,2352.5,0.03894743033501872,172,4,200
432,mf_random,2,7.761684,7.806819908618927,2843.5,0.0371464204737836,181,5,200
433,mf_random,2,7.64946,7.691645970344544,3288.0,0.037482136402979475,180,6,200
434,mf_random,2,7.5701537,7.607766137123108,3724.0,0.037189703043654376,183,7,200
435,mf_random,2,7.477085,7.508049907684327,4213.5,0.03756630277796579,184,8,200
436,mf_random,2,7.439806,7.471388032436371,4667.0,0.037358855891581874,186,9,200
437,mf_random,2,7.341699,7.365797533988952,5157.0,0.03735682003909474,189,10,200
438,mf_random,2,7.3028955,7.32508083820343,5669.0,0.03782902909134698,190,11,200
439,mf_random,2,7.2365937,7.256553373336792,6138.5,0.038390356798625104,190,12,200
440,mf_random,2,7.1583805,7.187552080154419,6599.5,0.039207940741729924,188,13,200
441,mf_random,2,7.1205907,7.147134821414948,7072.5,0.03959702895923974,188,14,200
442,mf_random,2,7.076836,7.1012977957725525,7560.5,0.039827387003876565,188,15,200
443,mf_random,2,7.0537004,7.075661072731018,8087.0,0.03908431556395629,189,16,200
444,mf_random,2,7.0063767,7.025206615924835,8595.5,0.03921078063619327,192,17,200
445,mf_random,2,6.978219,6.994839389324188,9130.5,0.03828531795057753,192,18,200
446,mf_random,2,6.9332337,6.94807279586792,9602.0,0.03966455639016545,193,19,200
447,mf_random,2,6.906519,6.9205854344367985,10091.0,0.03978810106680726,193,20,200
448,mf_random,2,6.8551846,6.867401998043061,10594.5,0.040407122087956826,194,21,200
449,mf_random,2,6.839121,6.851012856960296,11067.5,0.04076574199852742,194,22,200
450,mf_random,2,6.8200355,6.830854642391205,11606.5,0.04042737526149839,194,23,200
451,mf_random,2,6.757312,6.766013369560242,12090.5,0.040761194560254434,195,24,200
452,mf_random,2,6.7232985,6.731211984157563,12588.5,0.041732697473302376,195,25,200
453,mf_random,2,6.669639,6.677234805822373,13052.5,0.04237396406115259,196,26,200
454,mf_random,2,6.6268945,6.638388491868973,13575.0,0.04197865892479828,195,27,200
455,mf_random,2,6.6224427,6.633518973588943,14058.5,0.04267428812656382,196,28,200
456,mf_random,2,6.5898805,6.600417107343674,14515.5,0.04356781898042816,196,29,200
457,mf_random,2,6.523076,6.532851492166519,14975.0,0.04426693162746221,196,30,200
458,mf_random,2,6.4849644,6.4941752183437345,15448.0,0.04372182440915646,196,31,200
459,mf_random,2,6.458526,6.46824891448021,15910.0,0.043855188692319545,195,32,200
460,mf_random,2,6.436416,6.449129112958908,16395.5,0.04267462356104745,194,33,200
461,mf_random,2,6.409844,6.421452475786209,16853.0,0.04248562725505506,194,34,200
462,mf_random,2,6.380299,6.392028809785843,17313.5,0.042508542898206124,193,35,200
463,mf_random,2,6.361203,6.372519851922989,17785.0,0.0431334607682571,193,36,200
464,mf_random,2,6.345232,6.358046563863755,18319.0,0.04195140740832901,192,37,200
465,mf_random,2,6.286392,6.300343702584505,18793.0,0.042236828381340505,191,38,200
466,mf_random,2,6.276568,6.2901879794895645,19301.0,0.04202637752624748,190,39,200
467,mf_random,2,6.236056,6.248617676049471,19772.5,0.04248281040110828,191,40,200
468,mf_random,2,6.22169,6.233424604684115,20262.0,0.043026004687940704,191,41,200
469,mf_random,2,6.2015977,6.2130749519169335,20736.5,0.04350761330963691,191,42,200
470,mf_random,3,5.4907727,,464.5,,,0,1
471,mf_random,3,5.4907727,,965.5,,,1,1
472,mf_random,3,4.4850616,,1462.5,,,2,1
473,mf_random,3,4.4850616,,1955.5,,,3,1
474,mf_random,3,4.4850616,,2440.5,,,4,1
475,mf_random,3,4.4850616,,2900.5,,,5,1
476,mf_random,3,4.4850616,,3397.5,,,6,1
477,mf_random,3,4.4850616,,3923.5,,,7,1
478,mf_random,3,4.4850616,,4411.5,,,8,1
479,mf_random,3,3.3469195,,4867.0,,,9,1
480,mf_random,3,2.1314504,,5395.5,,,10,1
481,mf_random,3,2.1314504,,5863.5,,,11,1
482,mf_random,3,2.1314504,,6359.0,,,12,1
483,mf_random,3,2.1314504,,6858.0,,,13,1
484,mf_random,3,2.1314504,,7357.0,,,14,1
485,mf_random,3,2.1314504,,7857.0,,,15,1
486,mf_random,3,2.1314504,,8340.0,,,16,1
487,mf_random,3,2.1314504,,8770.5,,,17,1
488,mf_random,3,2.1314504,,9202.0,,,18,1
489,mf_random,3,2.1314504,,9703.0,,,19,1
490,mf_random,3,2.1314504,,10181.0,,,20,1
491,mf_random,3,2.1314504,,10664.0,,,21,1
492,mf_random,3,2.1314504,,11152.0,,,22,1
493,mf_random,3,2.1314504,,11668.5,,,23,1
494,mf_random,3,2.1314504,,12160.5,,,24,1
495,mf_random,3,2.1314504,,12609.0,,,25,1
496,mf_random,3,2.1314504,,13102.0,,,26,1
497,mf_random,3,2.1314504,,13610.0,,,27,1
498,mf_random,3,2.1314504,,14141.5,,,28,1
499,mf_random,3,2.1314504,,14641.0,,,29,1
500,mf_random,3,2.1314504,,15120.5,,,30,1
501,mf_random,3,2.1314504,,15576.0,,,31,1
502,mf_random,3,2.1314504,,16059.5,,,32,1
503,mf_random,3,2.1314504,,16521.5,,,33,1
504,mf_random,3,2.1314504,,17115.5,,,34,1
505,mf_random,3,2.1314504,,17643.5,,,35,1
506,mf_random,3,2.1314504,,18108.5,,,36,1
507,mf_random,3,2.1314504,,18614.0,,,37,1
508,mf_random,3,2.1314504,,19146.5,,,38,1
509,mf_random,3,2.1314504,,19673.0,,,39,1
510,mf_random,3,2.1314504,,20151.0,,,40,1
511,mf_random,3,2.1314504,,20637.5,,,41,1
512,mf_random,3,6.7639403,6.7639405727386475,464.5,0.04727333511965491,10,0,10
513,mf_random,3,6.434925,6.434924983978272,965.5,0.04757372064212216,10,1,10
514,mf_random,3,6.099041,6.099041223526001,1462.5,0.052576212039001646,10,2,10
515,mf_random,3,5.793725,5.793724870681762,1955.5,0.053271370021135904,10,3,10
516,mf_random,3,5.793725,5.793724870681762,2440.5,0.053271370021135904,10,4,10
517,mf_random,3,5.508708,5.508708810806274,2900.5,0.0559244532398773,10,5,10
518,mf_random,3,5.350685,5.350685453414917,3397.5,0.04754284832792755,10,6,10
519,mf_random,3,5.290151,5.290151214599609,3923.5,0.0522026180992592,10,7,10
520,mf_random,3,5.2438855,5.243885517120361,4411.5,0.052118969593141724,10,8,10
521,mf_random,3,4.9774423,4.977441883087158,4867.0,0.044919200367076,10,9,10
522,mf_random,3,4.6316285,4.631628632545471,5395.5,0.04470421002854865,10,10,10
523,mf_random,3,4.330224,4.330224204063415,5863.5,0.039129755995598786,10,11,10
524,mf_random,3,4.330224,4.330224204063415,6359.0,0.039129755995598786,10,12,10
525,mf_random,3,4.330224,4.330224204063415,6858.0,0.039129755995598786,10,13,10
526,mf_random,3,4.330224,4.330224204063415,7357.0,0.039129755995598786,10,14,10
527,mf_random,3,4.3087444,4.308744406700134,7857.0,0.03668024160515498,10,15,10
528,mf_random,3,4.3087444,4.308744406700134,8340.0,0.03668024160515498,10,16,10
529,mf_random,3,4.2388844,4.238884234428406,8770.5,0.041316875280361744,10,17,10
530,mf_random,3,4.187747,4.187746977806091,9202.0,0.042529150737388666,10,18,10
531,mf_random,3,4.0854263,4.085426020622253,9703.0,0.04380674993386528,10,19,10
532,mf_random,3,4.0854263,4.085426020622253,10181.0,0.04380674993386528,10,20,10
533,mf_random,3,4.0854263,4.085426020622253,10664.0,0.04380674993386528,10,21,10
534,mf_random,3,4.0854263,4.085426020622253,11152.0,0.04380674993386528,10,22,10
535,mf_random,3,4.0854263,4.085426020622253,11668.5,0.04380674993386528,10,23,10
536,mf_random,3,4.062848,4.062848162651062,12160.5,0.04269379501222041,10,24,10
537,mf_random,3,4.062848,4.062848162651062,12609.0,0.04269379501222041,10,25,10
538,mf_random,3,4.062848,4.062848162651062,13102.0,0.04269379501222041,10,26,10
539,mf_random,3,4.062848,4.062848162651062,13610.0,0.04269379501222041,10,27,10
540,mf_random,3,3.9738178,3.9738179445266724,14141.5,0.04150112356732798,10,28,10
541,mf_random,3,3.9738178,3.9738179445266724,14641.0,0.04150112356732798,10,29,10
542,mf_random,3,3.9738178,3.9738179445266724,15120.5,0.04150112356732798,10,30,10
543,mf_random,3,3.9738178,3.9738179445266724,15576.0,0.04150112356732798,10,31,10
544,mf_random,3,3.9535058,3.95350558757782,16059.5,0.04303850368176658,10,32,10
545,mf_random,3,3.9535058,3.95350558757782,16521.5,0.04303850368176658,10,33,10
546,mf_random,3,3.9464402,3.946440100669861,17115.5,0.04514895627448423,10,34,10
547,mf_random,3,3.9464402,3.946440100669861,17643.5,0.04514895627448423,10,35,10
548,mf_random,3,3.9464402,3.946440100669861,18108.5,0.04514895627448423,10,36,10
549,mf_random,3,3.9464402,3.946440100669861,18614.0,0.04514895627448423,10,37,10
550,mf_random,3,3.9464402,3.946440100669861,19146.5,0.04514895627448423,10,38,10
551,mf_random,3,3.9464402,3.946440100669861,19673.0,0.04514895627448423,10,39,10
552,mf_random,3,3.9464402,3.946440100669861,20151.0,0.04514895627448423,10,40,10
553,mf_random,3,3.6784878,3.6784875869750975,20637.5,0.039388854913263945,10,41,10
554,mf_random,3,8.036239,8.09395643234253,464.5,0.034164973365651975,48,0,50
555,mf_random,3,7.5404663,7.565003519058227,965.5,0.03933519520365537,47,1,50
556,mf_random,3,7.2351284,7.243222990036011,1462.5,0.037098781555360366,49,2,50
557,mf_random,3,6.9761834,6.981067333221436,1955.5,0.03703561879844408,49,3,50
558,mf_random,3,6.897986,6.909267749786377,2440.5,0.036856674553618435,49,4,50
559,mf_random,3,6.766079,6.77530535697937,2900.5,0.0375346003437243,49,5,50
560,mf_random,3,6.6347184,6.642046775817871,3397.5,0.03760070011297597,48,6,50
561,mf_random,3,6.5811987,6.585858469009399,3923.5,0.04066179125407689,48,7,50
562,mf_random,3,6.4859962,6.488682527542114,4411.5,0.04312312931046179,49,8,50
563,mf_random,3,6.337757,6.341506357192993,4867.0,0.04635798930457034,48,9,50
564,mf_random,3,6.2163057,6.218990607261658,5395.5,0.046625491365448954,48,10,50
565,mf_random,3,6.0969434,6.097634959220886,5863.5,0.04671433313795615,48,11,50
566,mf_random,3,6.03622,6.036219744682312,6359.0,0.04746411547825266,50,12,50
567,mf_random,3,6.0299263,6.029926514625549,6858.0,0.04664524129378605,50,13,50
568,mf_random,3,6.014262,6.014262204170227,7357.0,0.04769809931119026,50,14,50
569,mf_random,3,5.950866,5.950866332054138,7857.0,0.0483945907391353,50,15,50
570,mf_random,3,5.923856,5.923855729103089,8340.0,0.046472981309551666,50,16,50
571,mf_random,3,5.8597827,5.859782757759095,8770.5,0.0442305111807137,50,17,50
572,mf_random,3,5.79139,5.791389775276184,9202.0,0.04497349901268201,50,18,50
573,mf_random,3,5.722133,5.722133107185364,9703.0,0.04805631421023133,50,19,50
574,mf_random,3,5.722133,5.722133107185364,10181.0,0.04805631421023133,50,20,50
575,mf_random,3,5.6996393,5.699638886451721,10664.0,0.04839397536405335,50,21,50
576,mf_random,3,5.6919823,5.691982226371765,11152.0,0.04898538010481837,50,22,50
577,mf_random,3,5.6655645,5.665564560890198,11668.5,0.04905039288413146,50,23,50
578,mf_random,3,5.618183,5.618182997703553,12160.5,0.047069515554629675,50,24,50
579,mf_random,3,5.58459,5.584589982032776,12609.0,0.04902668334756668,50,25,50
580,mf_random,3,5.5692306,5.569230351448059,13102.0,0.05038849267143228,50,26,50
581,mf_random,3,5.493789,5.5057851457595826,13610.0,0.05237685497595036,49,27,50
582,mf_random,3,5.390099,5.401133198738098,14141.5,0.05040969036803749,49,28,50
583,mf_random,3,5.3858767,5.3969084787368775,14641.0,0.049606401837381936,49,29,50
584,mf_random,3,5.3858767,5.396269364356995,15120.5,0.049606401837381936,49,30,50
585,mf_random,3,5.3710985,5.380834755897522,15576.0,0.04831154456498742,49,31,50
586,mf_random,3,5.329401,5.337430586814881,16059.5,0.04939988745733556,49,32,50
587,mf_random,3,5.3247585,5.332581667900086,16521.5,0.04935519131499895,49,33,50
588,mf_random,3,5.2830424,5.290344433784485,17115.5,0.04986517150286209,49,34,50
589,mf_random,3,5.269481,5.276291089057922,17643.5,0.05099378091032133,49,35,50
590,mf_random,3,5.249814,5.256134943962097,18108.5,0.04813985258891926,49,36,50
591,mf_random,3,5.224066,5.229492650032044,18614.0,0.04609790003718884,49,37,50
592,mf_random,3,5.202914,5.206684613227845,19146.5,0.04638342214760448,49,38,50
593,mf_random,3,5.1676965,5.170876822471619,19673.0,0.045956340549327776,49,39,50
594,mf_random,3,5.1534314,5.155715136528015,20151.0,0.047851193083083485,49,40,50
595,mf_random,3,5.0511947,5.0521625137329105,20637.5,0.04844074355286123,49,41,50
596,mf_random,3,9.048766,8.30396206855774,464.5,0.04391295265356781,76,0,100
597,mf_random,3,8.099894,8.168147368431091,965.5,0.03271396720681677,92,1,100
598,mf_random,3,7.742992,7.7762156057357785,1462.5,0.036268435684714016,94,2,100
599,mf_random,3,7.507941,7.526027426719666,1955.5,0.03677772605358439,94,3,100
600,mf_random,3,7.3916073,7.414985756874085,2440.5,0.03649738412715763,94,4,100
601,mf_random,3,7.257074,7.285565042495728,2900.5,0.0391666160703458,93,5,100
602,mf_random,3,7.1030703,7.127598118782044,3397.5,0.03966278163117071,92,6,100
603,mf_random,3,7.0323377,7.053397026062012,3923.5,0.039221091597901735,94,7,100
604,mf_random,3,6.94176,6.952870984077453,4411.5,0.038449478919183266,97,8,100
605,mf_random,3,6.825197,6.838666586875916,4867.0,0.03907220949321266,97,9,100
606,mf_random,3,6.7436786,6.756148993968964,5395.5,0.040004627470838196,97,10,100
607,mf_random,3,6.655589,6.665165388584137,5863.5,0.0397704733044369,97,11,100
608,mf_random,3,6.60499,6.613493559360504,6359.0,0.041413834236443806,97,12,100
609,mf_random,3,6.592144,6.5997305941581725,6858.0,0.04103473688001197,97,13,100
610,mf_random,3,6.5745115,6.5810856747627255,7357.0,0.04103768065241409,97,14,100
611,mf_random,3,6.524135,6.530373270511627,7857.0,0.042074907345820436,96,15,100
612,mf_random,3,6.4999623,6.504458448886871,8340.0,0.04260893576061917,97,16,100
613,mf_random,3,6.451823,6.454729306697845,8770.5,0.041501570238241,97,17,100
614,mf_random,3,6.411864,6.414559428691864,9202.0,0.04266485647972449,98,18,100
615,mf_random,3,6.3541927,6.356979973316193,9703.0,0.04531265470027134,97,19,100
616,mf_random,3,6.3485646,6.3506687331199645,10181.0,0.04672430533770555,97,20,100
617,mf_random,3,6.3270335,6.329441006183624,10664.0,0.046186159589539796,97,21,100
618,mf_random,3,6.30705,6.3085555481910705,11152.0,0.04583670579024776,97,22,100
619,mf_random,3,6.28319,6.284489457607269,11668.5,0.04591125131362317,97,23,100
620,mf_random,3,6.240398,6.241227056980133,12160.5,0.04498401706564668,98,24,100
621,mf_random,3,6.198855,6.199496047496796,12609.0,0.04464331730255967,99,25,100
622,mf_random,3,6.167625,6.167830183506012,13102.0,0.04601489290319077,99,26,100
623,mf_random,3,6.1005125,6.111831705570221,13610.0,0.04691231060782613,99,27,100
624,mf_random,3,6.0274377,6.038270838260651,14141.5,0.04569487846985941,99,28,100
625,mf_random,3,6.005375,6.019257147312164,14641.0,0.04541493012261876,98,29,100
626,mf_random,3,5.999933,6.013726370334625,15120.5,0.04549913522944122,98,30,100
627,mf_random,3,5.977284,5.994474036693573,15576.0,0.045225205093654,97,31,100
628,mf_random,3,5.935528,5.9511631178855895,16059.5,0.045657124948428676,97,32,100
629,mf_random,3,5.9169674,5.932067720890045,16521.5,0.04446490624700206,97,33,100
630,mf_random,3,5.885291,5.900104830265045,17115.5,0.04440390081705661,97,34,100
631,mf_random,3,5.867549,5.881874196529388,17643.5,0.04474700246352693,97,35,100
632,mf_random,3,5.8465533,5.860227129459381,18108.5,0.04418250346409889,97,36,100
633,mf_random,3,5.808935,5.822034766674042,18614.0,0.04351043474844819,97,37,100
634,mf_random,3,5.784618,5.796994378566742,19146.5,0.043142802050668005,97,38,100
635,mf_random,3,5.744579,5.755413463115692,19673.0,0.04496594707075578,97,39,100
636,mf_random,3,5.722283,5.732467529773712,20151.0,0.04550721058136024,97,40,100
637,mf_random,3,5.6576443,5.667037215232849,20637.5,0.04570017088165263,98,41,100
638,mf_random,3,9.692118,4.15198103427887,464.5,0.03488016039524561,90,0,200
639,mf_random,3,9.08279,7.052801926136016,965.5,0.04219446606022705,140,1,200
640,mf_random,3,8.487994,8.81996559381485,1462.5,0.03635475058308539,160,2,200
641,mf_random,3,8.135824,8.26168907403946,1955.5,0.033192032480167756,171,3,200
642,mf_random,3,7.937976,8.027344920635223,2440.5,0.03368107933677108,172,4,200
643,mf_random,3,7.785001,7.866307854652405,2900.5,0.03652017897218344,173,5,200
644,mf_random,3,7.6243525,7.684728188514709,3397.5,0.036966096721161225,178,6,200
645,mf_random,3,7.537378,7.584593949317932,3923.5,0.03719493027709922,183,7,200
646,mf_random,3,7.44525,7.48502952337265,4411.5,0.03808408601859,180,8,200
647,mf_random,3,7.34088,7.3808961629867555,4867.0,0.03852984531395881,182,9,200
648,mf_random,3,7.266062,7.301775838136673,5395.5,0.03991077928186527,183,10,200
649,mf_random,3,7.177512,7.206207336187362,5863.5,0.04055443665369022,186,11,200
650,mf_random,3,7.1309147,7.157128983736039,6359.0,0.04064803284044923,185,12,200
651,mf_random,3,7.1033306,7.125776833295822,6858.0,0.04080506792594155,186,13,200
652,mf_random,3,7.0731373,7.094409185647964,7357.0,0.040540394513569854,186,14,200
653,mf_random,3,7.011267,7.031771847009659,7857.0,0.03964934547261253,188,15,200
654,mf_random,3,6.9766345,6.9935021817684175,8340.0,0.03998335119031853,187,16,200
655,mf_random,3,6.9253125,6.937256430387497,8770.5,0.03838327000929533,192,17,200
656,mf_random,3,6.894705,6.9059441125392915,9202.0,0.038338310163903655,192,18,200
657,mf_random,3,6.8414893,6.85491392493248,9703.0,0.03967637777129426,190,19,200
658,mf_random,3,6.8280663,6.839764026403427,10181.0,0.039853403025553874,193,20,200
659,mf_random,3,6.802794,6.814017256498337,10664.0,0.03954158951566055,193,21,200
660,mf_random,3,6.77786,6.7881797087192535,11152.0,0.0392242982894279,193,22,200
661,mf_random,3,6.7577205,6.767470396757126,11668.5,0.0396109709540333,193,23,200
662,mf_random,3,6.7170134,6.726267062425613,12160.5,0.03961056215070157,193,24,200
663,mf_random,3,6.683319,6.69284237742424,12609.0,0.03985638040880771,192,25,200
664,mf_random,3,6.6535206,6.663357630968094,13102.0,0.03998108115951543,191,26,200
665,mf_random,3,6.602722,6.617863918542862,13610.0,0.040610440848289686,190,27,200
666,mf_random,3,6.553009,6.56680003285408,14141.5,0.040701180019648224,190,28,200
667,mf_random,3,6.522553,6.537269414663315,14641.0,0.04140024331893896,190,29,200
668,mf_random,3,6.518241,6.532700215578079,15120.5,0.04138038127050441,190,30,200
669,mf_random,3,6.495549,6.512889050245285,15576.0,0.04187445585944204,191,31,200
670,mf_random,3,6.462241,6.478550800085068,16059.5,0.043417343495632595,193,32,200
671,mf_random,3,6.4435163,6.459050792455673,16521.5,0.042876630796870464,193,33,200
672,mf_random,3,6.421953,6.436963626146317,17115.5,0.043407907223023234,194,34,200
673,mf_random,3,6.406343,6.420837231874466,17643.5,0.04372526122754488,194,35,200
674,mf_random,3,6.389758,6.404069327116012,18108.5,0.04332378468044985,194,36,200
675,mf_random,3,6.3607216,6.374673663377762,18614.0,0.043264736360310425,194,37,200
676,mf_random,3,6.3298926,6.343992928266525,19146.5,0.04345843253512563,192,38,200
677,mf_random,3,6.2921724,6.305454171895981,19673.0,0.04329361830891772,193,39,200
678,mf_random,3,6.2722826,6.285197697877884,20151.0,0.043219198144823064,195,40,200
679,mf_random,3,6.230259,6.242882950305939,20637.5,0.043411009630006825,195,41,200
680,random_fid_gfn,1,4.5431886,,480.0,,,0,1
681,random_fid_gfn,1,4.5431886,,999.0,,,1,1
682,random_fid_gfn,1,4.0150537,,1505.5,,,2,1
683,random_fid_gfn,1,4.0150537,,1985.0,,,3,1
684,random_fid_gfn,1,3.102303,,2448.5,,,4,1
685,random_fid_gfn,1,3.102303,,2807.5,,,5,1
686,random_fid_gfn,1,1.7026496,,3247.0,,,6,1
687,random_fid_gfn,1,1.7026496,,3629.0,,,7,1
688,random_fid_gfn,1,1.7026496,,4151.5,,,8,1
689,random_fid_gfn,1,1.7026496,,4537.0,,,9,1
690,random_fid_gfn,1,1.7026496,,4743.5,,,10,1
691,random_fid_gfn,1,1.5861087,,4979.0,,,11,1
692,random_fid_gfn,1,6.599449,6.599449300765992,480.0,0.039954570802132494,10,0,10
693,random_fid_gfn,1,6.276886,6.276886081695556,999.0,0.049593440527263034,10,1,10
694,random_fid_gfn,1,5.614766,5.614765977859497,1505.5,0.054597716852604165,10,2,10
695,random_fid_gfn,1,5.0632186,5.0632189273834225,1985.0,0.0596070540705043,10,3,10
696,random_fid_gfn,1,4.3741765,4.374176478385925,2448.5,0.04950114354077469,10,4,10
697,random_fid_gfn,1,4.1845407,4.184540939331055,2807.5,0.0591575050325907,10,5,10
698,random_fid_gfn,1,3.6470337,3.647033357620239,3247.0,0.0477235071128495,10,6,10
699,random_fid_gfn,1,3.6195607,3.619560718536377,3629.0,0.050034823656983515,10,7,10
700,random_fid_gfn,1,3.4200363,3.4200360774993896,4151.5,0.04564310999211587,10,8,10
701,random_fid_gfn,1,3.4200363,3.4200360774993896,4537.0,0.04564310999211587,10,9,10
702,random_fid_gfn,1,2.9889913,2.988991355895996,4743.5,0.05049634534466603,10,10,10
703,random_fid_gfn,1,2.751143,2.7511432647705076,4979.0,0.05346006893005904,10,11,10
704,random_fid_gfn,1,7.6836457,7.688602952957154,480.0,0.03389240676388796,49,0,50
705,random_fid_gfn,1,7.2758884,7.275889463424683,999.0,0.034432728689383595,50,1,50
706,random_fid_gfn,1,6.9335203,6.933520765304565,1505.5,0.03855966914961256,50,2,50
