index,method,seed,energy,energy_diverse,cost,diversity,n_modes,round,k
1146,mfgfn,1,8.522587,,907.5,,,1,1
1147,mfgfn,1,8.522587,,1162.5,,,2,1
1148,mfgfn,1,8.522587,,1387.5,,,3,1
1149,mfgfn,1,8.522587,,1515.5,,,4,1
1150,mfgfn,1,8.522587,,1668.0,,,5,1
1151,mfgfn,1,8.522587,,1796.0,,,6,1
1152,mfgfn,1,8.522587,,2151.5,,,7,1
1153,mfgfn,1,8.522587,,2308.0,,,8,1
1154,mfgfn,1,8.522587,,2448.5,,,9,1
1155,mfgfn,1,8.522587,,2621.0,,,10,1
1156,mfgfn,1,8.522587,,2759.0,,,11,1
1157,mfgfn,1,8.522587,,2889.5,,,12,1
1158,mfgfn,1,8.522587,,3328.5,,,13,1
1159,mfgfn,1,8.522587,,3515.5,,,14,1
1160,mfgfn,1,8.522587,,3648.5,,,15,1
1161,mfgfn,1,9.598641,,3875.5,,,16,1
1162,mfgfn,1,9.598641,,4008.5,,,17,1
1163,mfgfn,1,4.1501837,4.150183391571045,438.0,0.03927252883626114,10,0,10
1164,mfgfn,1,4.5775714,4.57757158279419,907.5,0.03443979452345707,10,1,10
1165,mfgfn,1,4.6816554,4.681655359268189,1162.5,0.03504849108678547,10,2,10
1166,mfgfn,1,4.684529,4.684528565406799,1387.5,0.034047591982954914,10,3,10
1167,mfgfn,1,4.8222914,4.778913187980652,1515.5,0.0526072215206353,9,4,10
1168,mfgfn,1,5.0154166,5.003386163711548,1668.0,0.04903693118743395,9,5,10
1169,mfgfn,1,5.4924283,5.492427778244019,1796.0,0.03340238524568343,10,6,10
1170,mfgfn,1,5.628224,5.6282237529754635,2151.5,0.041543998350250064,10,7,10
1171,mfgfn,1,5.9289923,5.9289919376373295,2308.0,0.04383516154115055,10,8,10
1172,mfgfn,1,6.083839,6.0838387966156,2448.5,0.04604317437610648,10,9,10
1173,mfgfn,1,6.5055895,6.505588817596435,2621.0,0.05112539502896577,10,10,10
1174,mfgfn,1,6.7936716,6.79367094039917,2759.0,0.04293450307937737,10,11,10
1175,mfgfn,1,6.8930464,6.893046617507935,2889.5,0.04573564241953397,10,12,10
1176,mfgfn,1,6.8930464,6.893046617507935,3328.5,0.04573564241953397,10,13,10
1177,mfgfn,1,6.8930464,6.893046617507935,3515.5,0.04573564241953397,10,14,10
1178,mfgfn,1,6.8930464,6.893046617507935,3648.5,0.04573564241953397,10,15,10
1179,mfgfn,1,7.3839874,7.383987712860107,3875.5,0.04967683632944704,10,16,10
1180,mfgfn,1,7.442024,7.442024803161621,4008.5,0.04981428559466294,10,17,10
1181,mfgfn,1,2.2827375,2.2175616931915285,438.0,0.06250001781113673,40,0,50
1182,mfgfn,1,2.9926155,2.9737903451919556,907.5,0.042882638484069355,47,1,50
1183,mfgfn,1,3.455611,3.449370651245117,1162.5,0.03835305844072664,49,2,50
1184,mfgfn,1,3.519417,3.514310817718506,1387.5,0.03829244597683855,49,3,50
1185,mfgfn,1,3.6836932,3.6515343236923217,1515.5,0.03747807897285949,49,4,50
1186,mfgfn,1,3.8778336,3.8509746980667114,1668.0,0.04360723880426863,49,5,50
1187,mfgfn,1,4.171539,4.151267576217651,1796.0,0.04423588257338528,49,6,50
1188,mfgfn,1,4.3130074,4.294761672019958,2151.5,0.046908065833111454,49,7,50
1189,mfgfn,1,4.4756036,4.461770029067993,2308.0,0.04637590018226987,49,8,50
1190,mfgfn,1,4.553633,4.541692929267883,2448.5,0.04546681548621721,49,9,50
1191,mfgfn,1,4.7832375,4.772680101394653,2621.0,0.046211624245753515,49,10,50
1192,mfgfn,1,5.173603,5.167696733474731,2759.0,0.04793536841016714,49,11,50
1193,mfgfn,1,5.278488,5.2755270767211915,2889.5,0.049501072214619246,49,12,50
1194,mfgfn,1,5.31966,5.317253856658936,3328.5,0.04790083533944869,49,13,50
1195,mfgfn,1,5.340229,5.338882350921631,3515.5,0.0474577483875199,49,14,50
1196,mfgfn,1,5.3641624,5.364075250625611,3648.5,0.04893355328271349,49,15,50
1197,mfgfn,1,5.6407595,5.640759201049804,3875.5,0.05101773679230673,50,16,50
1198,mfgfn,1,5.691594,5.691594018936157,4008.5,0.05021935063172574,50,17,50
1199,mfgfn,1,1.4690303,0.8747116028144956,438.0,0.04965673039068878,73,0,100
1200,mfgfn,1,2.2673237,2.1755898332595827,907.5,0.053924893618087374,82,1,100
1201,mfgfn,1,2.7903674,2.767399297952652,1162.5,0.037210356427979714,95,2,100
1202,mfgfn,1,2.901632,2.891675293445587,1387.5,0.038978677687373044,97,3,100
1203,mfgfn,1,3.08014,3.051817021369934,1515.5,0.03789460506333493,98,4,100
1204,mfgfn,1,3.301486,3.277534956932068,1668.0,0.03993217018644716,98,5,100
1205,mfgfn,1,3.602079,3.5842946791648864,1796.0,0.04292591609822929,98,6,100
1206,mfgfn,1,3.7528956,3.7375755095481873,2151.5,0.04685913830506467,99,7,100
1207,mfgfn,1,3.8980286,3.8842809629440307,2308.0,0.04832305596111,99,8,100
1208,mfgfn,1,3.9878395,3.974678876399994,2448.5,0.046892863008817606,99,9,100
1209,mfgfn,1,4.1922164,4.181025176048279,2621.0,0.047937306267283084,99,10,100
1210,mfgfn,1,4.498475,4.4898232340812685,2759.0,0.04861937889180566,99,11,100
1211,mfgfn,1,4.610913,4.603473434448242,2889.5,0.04977404619647415,99,12,100
1212,mfgfn,1,4.653236,4.645737082958221,3328.5,0.05048647502400512,98,13,100
1213,mfgfn,1,4.682132,4.67556296825409,3515.5,0.049484351536541564,98,14,100
1214,mfgfn,1,4.714852,4.709123384952545,3648.5,0.049764828573532975,99,15,100
1215,mfgfn,1,4.9066324,4.901490974426269,3875.5,0.050151538543472596,99,16,100
1216,mfgfn,1,4.948982,4.9440721726417545,4008.5,0.04868970974653207,99,17,100
1217,mfgfn,1,0.7209702,0.4373558014072478,438.0,0.04211232505297459,91,0,200
1218,mfgfn,1,1.3877568,0.8915762047737371,907.5,0.04276912029428448,151,1,200
1219,mfgfn,1,2.0400066,1.9058467024564743,1162.5,0.04028038657176562,167,2,200
1220,mfgfn,1,2.2357388,2.1381763705611228,1387.5,0.04052036257576806,168,3,200
1221,mfgfn,1,2.4432828,2.354483437538147,1515.5,0.03847213275190931,173,4,200
1222,mfgfn,1,2.7047894,2.6508789658546448,1668.0,0.040885207550326125,177,5,200
1223,mfgfn,1,2.9820657,2.9590024435520172,1796.0,0.041649594942863154,193,6,200
1224,mfgfn,1,3.1418061,3.123377605676651,2151.5,0.04323301277119393,192,7,200
1225,mfgfn,1,3.2785785,3.2639624679088595,2308.0,0.04245210114569809,196,8,200
1226,mfgfn,1,3.3791943,3.36626859664917,2448.5,0.042687123221852016,196,9,200
1227,mfgfn,1,3.5581362,3.54787593960762,2621.0,0.044263118530873204,197,10,200
1228,mfgfn,1,3.828311,3.8183777129650114,2759.0,0.04809050240799776,198,11,200
1229,mfgfn,1,3.9543,3.9462726032733917,2889.5,0.04943826919764165,198,12,200
1230,mfgfn,1,4.0059495,3.9945916748046875,3328.5,0.0495779372505388,197,13,200
1231,mfgfn,1,4.0590034,4.048401882648468,3515.5,0.04973653620726853,197,14,200
1232,mfgfn,1,4.1075606,4.097657973766327,3648.5,0.05081208834304606,197,15,200
1233,mfgfn,1,4.2598114,4.251487368345261,3875.5,0.05097513198663208,198,16,200
1234,mfgfn,1,4.3016768,4.293680722713471,4008.5,0.04999123010239421,198,17,200
1235,mfgfn,2,6.085084,,254.0,,,0,1
1236,mfgfn,2,6.085084,,387.0,,,1,1
1237,mfgfn,2,6.085084,,588.0,,,2,1
1238,mfgfn,2,6.085084,,1038.0,,,3,1
1239,mfgfn,2,6.085084,,1248.5,,,4,1
1240,mfgfn,2,6.085084,,1466.5,,,5,1
1241,mfgfn,2,3.7844093,3.7844094753265383,254.0,0.06212052949831859,10,0,10
1242,mfgfn,2,4.071986,4.071986150741577,387.0,0.05539791431779137,10,1,10
1243,mfgfn,2,4.3631363,4.363136076927185,588.0,0.046954773823898,10,2,10
1244,mfgfn,2,4.7786875,4.778687572479248,1038.0,0.042898198826057096,10,3,10
1245,mfgfn,2,4.9056797,4.905679559707641,1248.5,0.04244612980983139,10,4,10
1246,mfgfn,2,5.114229,5.1142292499542235,1466.5,0.04780513905179951,10,5,10
1247,mfgfn,2,2.297441,2.1340508556365965,254.0,0.0725420364165219,39,0,50
1248,mfgfn,2,2.9059021,2.843686695098877,387.0,0.06812895855197516,41,1,50
1249,mfgfn,2,3.2148502,3.207369294166565,588.0,0.05394343644937315,49,2,50
1250,mfgfn,2,3.5760949,3.5759177923202516,1038.0,0.05468061694844376,49,3,50
1251,mfgfn,2,3.7514899,3.7514898777008057,1248.5,0.04762273875642793,50,4,50
1252,mfgfn,2,3.95451,3.9545098733901978,1466.5,0.045107855489535394,50,5,50
1253,mfgfn,2,1.4345572,0.8608641177322716,254.0,0.05105552608105079,78,0,100
1254,mfgfn,2,2.3401802,2.182635130882263,387.0,0.05471983829060543,81,1,100
1255,mfgfn,2,2.7152066,2.640352840423584,588.0,0.060329953638831924,83,2,100
1256,mfgfn,2,3.0150232,2.9787617230415346,1038.0,0.05661400282844495,85,3,100
1257,mfgfn,2,3.210057,3.2057404494285584,1248.5,0.04418601795711187,98,4,100
1258,mfgfn,2,3.3901076,3.3880804872512815,1466.5,0.04267130647942781,99,5,100
1259,mfgfn,2,0.5880611,0.4304320588661358,254.0,0.04195277092007803,93,0,200
1260,mfgfn,2,1.5016943,0.9670050804456696,387.0,0.04591057206260233,149,1,200
1261,mfgfn,2,2.1310127,1.8145929575897752,588.0,0.050696325855717726,147,2,200
1262,mfgfn,2,2.428879,2.270707048177719,1038.0,0.04902774846222639,157,3,200
1263,mfgfn,2,2.6612759,2.5770364606380465,1248.5,0.04914187045551592,164,4,200
1264,mfgfn,2,2.8273206,2.782604320049286,1466.5,0.044771831766031375,177,5,200
1265,mfgfn,3,5.5781198,,293.0,,,0,1
1266,mfgfn,3,5.5781198,,693.5,,,1,1
1267,mfgfn,3,6.051881,,987.5,,,2,1
1268,mfgfn,3,6.051881,,1258.0,,,3,1
1269,mfgfn,3,7.822428,,1418.0,,,4,1
1270,mfgfn,3,7.822428,,1580.5,,,5,1
1271,mfgfn,3,7.822428,,1898.5,,,6,1
1272,mfgfn,3,7.822428,,2135.5,,,7,1
1273,mfgfn,3,8.319648,,2367.5,,,8,1
1274,mfgfn,3,8.319648,,2656.0,,,9,1
1275,mfgfn,3,8.319648,,2821.0,,,10,1
1276,mfgfn,3,8.319648,,3066.5,,,11,1
1277,mfgfn,3,8.319648,,3252.5,,,12,1
1278,mfgfn,3,8.319648,,3437.0,,,13,1
1279,mfgfn,3,8.319648,,3640.5,,,14,1
1280,mfgfn,3,8.319648,,3782.0,,,15,1
1281,mfgfn,3,8.319648,,3965.5,,,16,1
1282,mfgfn,3,8.319648,,4130.5,,,17,1
1283,mfgfn,3,8.319648,,4622.5,,,18,1
1284,mfgfn,3,8.319648,,5110.5,,,19,1
1285,mfgfn,3,3.9538872,3.8108323097229,293.0,0.05612887741222838,9,0,10
1286,mfgfn,3,4.6565256,4.60378143787384,693.5,0.06872103139565974,9,1,10
1287,mfgfn,3,4.946961,4.942184495925903,987.5,0.06393017350049547,9,2,10
1288,mfgfn,3,4.966664,4.966663551330567,1258.0,0.042402006965972454,10,3,10
1289,mfgfn,3,5.3529563,5.352956342697143,1418.0,0.05664833285253027,10,4,10
1290,mfgfn,3,5.5175667,5.517566299438476,1580.5,0.0805964720556753,10,5,10
1291,mfgfn,3,5.675498,5.675497245788574,1898.5,0.0757334884394403,10,6,10
1292,mfgfn,3,6.065213,6.06521315574646,2135.5,0.07114823421789124,10,7,10
1293,mfgfn,3,6.7186537,6.718653631210327,2367.5,0.05737544798947642,10,8,10
1294,mfgfn,3,6.8834906,6.883490562438965,2656.0,0.05779415767207098,10,9,10
1295,mfgfn,3,6.8834906,6.883490562438965,2821.0,0.05779415767207098,10,10,10
1296,mfgfn,3,6.8834906,6.883490562438965,3066.5,0.05779415767207098,10,11,10
1297,mfgfn,3,7.030365,7.030364990234375,3252.5,0.04435090090908936,10,12,10
1298,mfgfn,3,7.030365,7.030364990234375,3437.0,0.04435090090908936,10,13,10
1299,mfgfn,3,7.072923,7.072923755645752,3640.5,0.04170532240326328,10,14,10
1300,mfgfn,3,7.072923,7.072923755645752,3782.0,0.04170532240326328,10,15,10
1301,mfgfn,3,7.072923,7.072923755645752,3965.5,0.04170532240326328,10,16,10
1302,mfgfn,3,7.072923,7.072923755645752,4130.5,0.04170532240326328,10,17,10
1303,mfgfn,3,7.072923,7.072923755645752,4622.5,0.04170532240326328,10,18,10
1304,mfgfn,3,7.072923,7.072923755645752,5110.5,0.04170532240326328,10,19,10
1305,mfgfn,3,2.396999,2.2996566033363344,293.0,0.046053923316681615,47,0,50
1306,mfgfn,3,3.319881,3.266221590042114,693.5,0.04496248360541888,47,1,50
1307,mfgfn,3,3.8291876,3.799083490371704,987.5,0.04721294296233016,49,2,50
1308,mfgfn,3,4.009845,3.9882104873657225,1258.0,0.050933824339151945,49,3,50
1309,mfgfn,3,4.2244096,4.205392451286316,1418.0,0.05286870348286259,49,4,50
1310,mfgfn,3,4.345032,4.328648452758789,1580.5,0.05282526503942315,49,5,50
1311,mfgfn,3,4.509939,4.496974039077759,1898.5,0.05307157794017617,49,6,50
1312,mfgfn,3,4.754583,4.744312334060669,2135.5,0.05364184742070715,49,7,50
1313,mfgfn,3,5.0239406,5.01733922958374,2367.5,0.052224682250036215,49,8,50
1314,mfgfn,3,5.1567883,5.15313681602478,2656.0,0.053856351708714126,49,9,50
1315,mfgfn,3,5.25754,5.255726413726807,2821.0,0.05342884276621529,49,10,50
1316,mfgfn,3,5.348766,5.348766202926636,3066.5,0.05383752755931603,50,11,50
1317,mfgfn,3,5.4659147,5.465914888381958,3252.5,0.05454956493661698,50,12,50
1318,mfgfn,3,5.5593457,5.559345541000366,3437.0,0.054832426037297315,50,13,50
1319,mfgfn,3,5.613541,5.613541126251221,3640.5,0.05804091778932714,50,14,50
1320,mfgfn,3,5.613541,5.613541126251221,3782.0,0.05804091778932714,50,15,50
1321,mfgfn,3,5.614574,5.61457368850708,3965.5,0.05730676235814416,50,16,50
1322,mfgfn,3,5.703356,5.703355474472046,4130.5,0.05974047614511372,50,17,50
1323,mfgfn,3,5.7324953,5.732495307922363,4622.5,0.058584820813493775,50,18,50
1324,mfgfn,3,5.8061986,5.8061988830566404,5110.5,0.05654467724631704,50,19,50
1325,mfgfn,3,1.5457765,1.3108765901625157,293.0,0.03795808372738152,89,0,100
1326,mfgfn,3,2.6057346,2.5315888917446134,693.5,0.04142739628529416,94,1,100
1327,mfgfn,3,3.1715446,3.1308934545516967,987.5,0.04206990539033364,94,2,100
1328,mfgfn,3,3.4956913,3.47535448551178,1258.0,0.04514876833096394,98,3,100
1329,mfgfn,3,3.673763,3.6574239253997805,1418.0,0.04790103160851409,98,4,100
1330,mfgfn,3,3.7992814,3.784866764545441,1580.5,0.05000567717528626,99,5,100
1331,mfgfn,3,3.994506,3.982196273803711,1898.5,0.04935992096525169,99,6,100
1332,mfgfn,3,4.2179937,4.2078873467445375,2135.5,0.052126391609757676,99,7,100
1333,mfgfn,3,4.432811,4.424974982738495,2367.5,0.05146274350637514,99,8,100
1334,mfgfn,3,4.528118,4.520979533195495,2656.0,0.05167296834657158,99,9,100
1335,mfgfn,3,4.6236806,4.617186756134033,2821.0,0.05042880522352989,99,10,100
1336,mfgfn,3,4.7187524,4.7129153060913085,3066.5,0.05042080072686792,99,11,100
1337,mfgfn,3,4.828149,4.823118734359741,3252.5,0.050790206899470565,99,12,100
1338,mfgfn,3,4.9256306,4.92162486076355,3437.0,0.05250992886553317,99,13,100
1339,mfgfn,3,4.9653225,4.961434469223023,3640.5,0.05336695570390808,99,14,100
1340,mfgfn,3,4.9729214,4.961434469223023,3782.0,0.05312462449247373,97,15,100
1341,mfgfn,3,4.991718,4.981273274421692,3965.5,0.053426228365744274,97,16,100
1342,mfgfn,3,5.076592,5.067791748046875,4130.5,0.05279752676037449,97,17,100
1343,mfgfn,3,5.107279,5.100776419639588,4622.5,0.05283565157367838,97,18,100
1344,mfgfn,3,5.1791296,5.175049405097962,5110.5,0.05236217323794503,97,19,100
1345,mfgfn,3,0.81579185,0.5348705310374499,293.0,0.034743767694589145,109,0,200
1346,mfgfn,3,1.6537646,1.2914491124264895,693.5,0.035388533578934386,170,1,200
1347,mfgfn,3,2.3737066,2.2916302037239076,987.5,0.03852989056914148,184,2,200
1348,mfgfn,3,2.854074,2.812571260333061,1258.0,0.04179913275323298,188,3,200
1349,mfgfn,3,3.085103,3.0636218571662903,1418.0,0.04690143019160146,193,4,200
1350,mfgfn,3,3.2159147,3.200237139463425,1580.5,0.04701927068562628,194,5,200
1351,mfgfn,3,3.419182,3.4079597675800324,1898.5,0.04835078003845482,198,6,200
1352,mfgfn,3,3.6355445,3.626522418260574,2135.5,0.04894692752297777,198,7,200
1353,mfgfn,3,3.8353293,3.827860131263733,2367.5,0.048936934493460225,199,8,200
1354,mfgfn,3,3.9309921,3.923483589887619,2656.0,0.048145297568465154,198,9,200
1355,mfgfn,3,4.035454,4.02706313252449,2821.0,0.04903155675602275,198,10,200
1356,mfgfn,3,4.12413,4.11656183719635,3066.5,0.049214461624740836,198,11,200
1357,mfgfn,3,4.2245727,4.218098402023315,3252.5,0.049502858261389206,198,12,200
1358,mfgfn,3,4.309082,4.303412871360779,3437.0,0.05032962157803296,198,13,200
1359,mfgfn,3,4.343863,4.338447324037552,3640.5,0.04936775442960681,198,14,200
1360,mfgfn,3,4.357004,4.341537874937058,3782.0,0.04943854096695455,195,15,200
1361,mfgfn,3,4.391883,4.378012175559998,3965.5,0.050708804217429425,196,16,200
1362,mfgfn,3,4.4651723,4.451113351583481,4130.5,0.05105648668001433,196,17,200
1363,mfgfn,3,4.494861,4.481584323644638,4622.5,0.05110252421473111,196,18,200
1364,mfgfn,3,4.558981,4.546829330921173,5110.5,0.05073492692074087,196,19,200
