,samples,energies
115,[O][=S][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch2][Ring2][Ring2][C][Branch2][Ring1][=Branch2][C][=C][C][=C][S][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=Ring1][=Branch2][C][Ring1][N][=C][Ring1][S][N][C][=C][C][=C][Ring1][Branch1][=C][C][=C][Ring2][Ring1][N][Ring2][Ring2][Ring2],6.940739536299174
116,[O][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],8.723533685458605
117,[O][=C][Branch1][C][O][C][=C][C][=C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][O][C][Branch1][=Branch2][C][C][=C][C][=C][NH1][Ring1][Branch1][C][C][=C][NH1][C][=Ring1][Branch1][C][=C][Ring2][Ring1][Branch1],7.253903257387592
118,[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][N][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Ring1][O][O][C][Ring1][#C][=C][Ring2][Ring1][Ring1],6.871170671953251
119,[O][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][#Branch2],8.944567111051114
120,[C][C][C][C][C][=C][C][Branch1][Branch2][C][=Branch1][C][=O][C][C][C][=C][C][=C][C][=C][Branch1][Branch1][C][C][C][C][C][=C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][Ring2][Ring1][=N][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][Ring2][Ring1][=Branch1],6.0349739899184565
121,[O][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],8.723533685458605
122,[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][Branch1][Ring1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][Ring1][O][C][=C][Ring1][=C][N][Ring2][Ring1][C][C],6.349354273080595
123,[C][C][Branch1][C][C][C][C][Branch2][Ring1][O][N][C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=C][C][Ring1][N][=C][Ring1][#Branch2][Ring1][=Branch1][C][C][Branch1][C][C][Branch1][C][C][N][Ring2][Ring1][O],6.399797302835583
124,[O][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],8.723533685458605
125,[C][O][C][=C][C][=C][Branch2][Ring2][=N][C][=N][C][=C][Branch2][Ring1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][C][Ring1][N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][C][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][S],7.087176375469929
126,[O][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][#Branch2],8.944567111051114
127,[N][#C][C][=C][C][=C][C][=C][NH1][C][Ring1][Branch1][=C][Ring1][=Branch2],8.213617643440212
128,[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][O][C][Ring1][O][=C][Ring1][#C],7.806107198569662
129,[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1],7.825580229808025
130,[O][=C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][=Branch2],8.454799036598267
131,[O][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][#Branch2],8.944567111051114
132,[C][C][N][=C][Branch2][Ring1][Ring2][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][Ring1][#Branch2][O][N][C][=Ring1][S][C][C][C][C][Ring1][=Branch1],7.416622423333572
133,[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][O][C][Ring1][O][=C][Ring1][#C],7.806107115057943
134,[C][O][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Branch1][Ring1][O][C][C][=C][Ring1][N][C][=C][Branch1][C][C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2][N][Ring1][N][C],6.28577927763632
