samples,energies
[C][=C][C][=C][C][=C][C][=C][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][=C][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][O][C][Ring2][Ring1][#Branch2][=C][Ring2][Ring1][Branch2][Ring1][#Branch1];0,6.5788
[C][C][O][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][N][Branch1][=Branch2][C][C][=Branch1][C][=O][O][C][C][C][=Branch1][C][=O][C][Ring2][Ring1][Ring2][=C][Ring2][Ring1][Branch2][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2];0,7.8671
[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][S][N][C][=N][C][Branch1][C][Cl][=N][C][Branch1][C][Cl][=N][Ring1][Branch2][C][=C][C][=C][C][Ring2][Ring1][=Branch2][=C][Ring2][Ring1][Ring1][Ring1][=Branch1];0,7.5983
[C][O][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Branch1][Branch2][NH1][C][Ring1][Branch1][=C][Ring1][O][C][=Branch1][C][=O][C][C][C][Ring1][#Branch2];0,7.3778
[C][C][N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][O][C][Ring1][O][=C][Ring1][#C];0,8.3808
[O][=C][C][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][Ring1][=N];0,8.3823
[C][C][N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][O][C][Ring1][O][=C][Ring1][#C];0,8.3808
[C][=C][N][Branch2][Ring1][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][=C][C][=C][C][=C][C][=N][C][Ring1][=Branch1][=N][Ring1][#Branch2][C][=C][C][=C][Branch1][#C][C][=C][N][=C][C][=N][C][=C][N][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][Ring1][S][S][Ring2][Ring2][#Branch1];0,6.3491
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[C][C][Branch1][C][C][C][C][C][=C][Branch2][Ring2][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][C][=Branch2][Ring1][Ring1][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][N][=C][Ring2][Ring1][=Branch1][Ring1][=C][O][C][Branch1][C][C][Branch1][C][C][C][C][Ring1][P][O][Ring2][Ring1][P];0,6.3579
[C][O][C][=C][C][Branch2][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][N][Ring1][#Branch1][C][C][C][Ring1][O][=N][C][Branch2][Ring1][=Branch2][C][=C][C][=C][NH1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][C][=Ring1][=Branch2][C][Ring1][N][=C][Ring1][S][=N][Ring2][Ring2][Ring1];0,5.995
[N][#C][C][=C][C][=C][C][Branch1][Ring1][C][#N][=C][Ring1][Branch2][N];0,8.9239
[C][C][C][=C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][Ring2][Ring1][#Branch1][Ring1][N];0,7.7201
[C][=C][Branch2][Ring1][=C][C][=C][C][=C][NH1][C][=N][C][=C][Branch1][Branch2][C][=C][NH1][C][=N][Ring1][Branch1][C][=C][Ring1][O][C][Ring1][=C][=C][Ring2][Ring1][C][N][Branch1][#C][C][=C][C][=C][C][=N][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring2][=Branch1];0,6.0133
[C][=C][C][=C][Branch2][Ring2][S][N][Branch1][=C][C][C][=C][N][C][=C][C][=C][C][=Ring1][=Branch2][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][Branch1][=Branch2][C][=C][N][=C][C][=N][Ring1][=Branch1][=C][C][=C][Ring1][N][Ring2][Ring1][Ring2][C][=C][Ring2][Ring2][Ring2];0,6.0345
[C][C][=C][C][=C][C][=C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][#Branch2][=N][C][Ring1][=C][=C][Ring2][Ring1][C];0,8.0057
[N][C][=C][C][=N][C][=C][Ring1][=Branch1];0,8.4185
[C][O][C][=C][C][=C][Branch2][Ring1][C][C][=C][S][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=N][Ring1][O][C][=C][Ring1][P];0,7.2653
[C][C][C][C][C][C][N][Branch1][#Branch1][C][C][C][C][C][C][C][=C][C][=C][Branch2][Ring1][=N][C][#C][C][=C][C][=C][Branch1][S][N][Branch1][#Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][O];0,5.8217
[C][O][C][=N][N][=C][Branch1][C][Cl][N][=N][Ring1][#Branch1];0,8.9753
[C][O][C][C][=N][C][=C][Branch2][Ring2][Branch1][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Branch1][=C][C][=C][N][=C][Branch1][Ring2][C][O][C][N][=C][Ring1][=Branch2][C][=C][C][=C][C][=C][Ring2][Ring1][#Branch1][Ring1][=Branch1][C][=N][Ring2][Ring1][=N];0,6.8639
[N][#C][C][=C][C][=C][Branch1][C][N][C][=N][O][N][=C][Ring1][#Branch2][Ring1][Branch1];0,9.1886
[C][#C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1];0,7.7235
[C][=C][S][C][Branch1][P][C][=C][C][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][S][Ring1][#Branch2][=C][Ring1][#C];0,7.0788
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[N][#C][C][=C][C][=C][C][Branch1][Ring1][C][#N][=C][Ring1][Branch2][N];0,8.9239
[C][C][=C][C][Branch2][Ring2][=Branch2][C][Branch2][Ring1][C][C][=C][C][Branch1][C][C][=C][Branch1][C][O][C][Branch1][C][Br][=C][Ring1][=Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Ring2][=C][C][Branch1][C][Br][=C][Ring2][Ring1][O][O];0,7.8741
[O][=C][C][=C][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=C][C][=C][C][=C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][Ring2][Ring1][S][C][Ring2][Ring1][Branch2][=C][Ring1][=Branch1][Ring2][Ring1][=Branch1];0,6.022
[C][=C][S][C][Branch2][Ring1][#Branch1][C][=C][N][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][C][=N][O][N][=C][Ring1][=C][Ring1][Branch1][=C][Ring2][Ring1][Ring1];0,7.5661
[O][=C][C][=C][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=C][C][=C][C][=C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][Ring2][Ring1][S][C][Ring2][Ring1][Branch2][=C][Ring1][=Branch1][Ring2][Ring1][=Branch1];0,6.022
[O][=C][C][=C][Branch1][=N][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Ring1];0,7.8773
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][C][=Branch1][=Branch1][=C][Ring1][=N][Ring1][=Branch2][C][Ring1][P][=O];0,7.5213
[N][#C][C][=C][C][Branch2][Ring1][Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C][=C][Branch2][Ring1][Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C][C][=C][Ring2][Ring2][C][C][#N];0,6.5573
[N][#C][C][=C][C][Branch2][Ring1][Branch1][C][#C][C][=C][Branch1][C][F][C][Branch1][C][F][=N][C][Branch1][C][F][=C][Ring1][=Branch2][F][=C][Branch2][Ring1][Branch1][C][#C][C][=C][Branch1][C][F][C][Branch1][C][F][=N][C][Branch1][C][F][=C][Ring1][=Branch2][F][C][=C][Ring2][Ring1][=C][C][#N];0,9.2038
[N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][O][C][Ring1][O][=C][Ring1][#C];0,8.8053
[N][C][=C][C][=C][Branch2][Ring2][=N][C][#C][C][=C][C][=C][C][=C][C][=C][C][=C][Branch1][=C][C][#C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=C][C][=C][Ring2][Ring1][#Branch1][C][Ring2][Ring1][Branch1][=C][Ring2][Ring1][Ring1][Ring1][=Branch1][C][=C][Ring2][Ring1][P];0,6.1271
[O][=C][C][=C][NH1][C][=Branch1][C][=O][NH1][Ring1][#Branch1];0,9.7209
[C][O][C][=Branch1][C][=O][C][=C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][Branch2][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][N][Ring1][#Branch1][C][C][C][Ring1][O][S][C][Ring2][Ring1][Branch2][=Ring2][Ring1][C];0,6.5872
[C][O][C][=C][C][Branch2][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][N][Ring1][#Branch1][C][C][C][Ring1][O][=N][C][Branch2][Ring1][=Branch2][C][=C][C][=C][NH1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][C][=Ring1][=Branch2][C][Ring1][N][=C][Ring1][S][=N][Ring2][Ring2][Ring1];0,5.995
[O][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2];0,8.3192
[N][#C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][#N];0,8.8376
[C][=C][N][Branch2][Ring2][#C][C][=C][C][=C][NH1][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][C][=C][C][=C][S][Ring1][Branch1][C][=C][Ring2][Ring1][Branch1][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring2][Ring2][=Branch1];0,5.8955
[N][#C][C][N][=N][N][Branch2][Ring1][C][C][=C][C][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][O][Ring1][#Branch1][C][=Ring1][S][N];0,8.1325
[C][C][Branch1][C][C][O][C][=C][Branch2][Ring1][#Branch2][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring2][Ring1][C][Ring1][=Branch1][C][C][Ring2][Ring1][#Branch1][Br];0,6.9884
[C][C][C][C][C][C][C][C][N][C][=C][C][=C][Branch1][#C][C][#C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=C][Ring1][S][S][C][=C][C][Branch1][Ring1][C][=O][=C][C][=C][Ring1][Branch2][Ring2][Ring1][#Branch2];0,6.466
[C][C][Branch1][C][C][Branch1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1];0,7.2489
[O][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=C][C][Ring1][N][=C][Ring1][#Branch2][Ring1][=Branch1];0,7.5023
[C][C][C][C][N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][=C][C][Branch1][Ring1][C][#N][=C][C][=C][Ring1][Branch2][Ring1][P];0,7.8683
[N][C][=C][C][Branch1][C][N][=C][C][Branch1][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][=C][Ring1][S];0,7.1359
[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=C][C][=N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][S][Ring1][=N][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][#Branch1];0,6.4136
[C][O][C][=N][C][Branch2][Ring1][S][N][C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C][=N][C][Branch1][Ring1][O][C][=N][Ring2][Ring1][O];0,7.2214
[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][Branch1][=C][C][=C][N][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2][C][=Branch1][C][=O][O][C][Ring1][S][=C][Ring2][Ring1][Ring2];0,6.7172
[O][=C][Branch1][C][O][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][=C][C][=C][Ring1][#Branch2][Ring2][Ring1][Ring1];0,7.7441
[C][O][C][=C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1][=O];0,6.8044
[N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O];0,8.6236
[N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][O][C][Ring1][O][=C][Ring1][#C];0,8.8053
[C][C][O][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][N][Branch1][=Branch2][C][C][=Branch1][C][=O][O][C][C][C][=Branch1][C][=O][C][Ring2][Ring1][Ring2][=C][Ring2][Ring1][Branch2][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2];0,7.8671
[C][N][C][=C][Branch1][Ring1][C][#N][C][Branch1][Ring1][C][#N][=C][Branch1][Branch2][C][C][=C][S][C][=Ring1][Branch1][C][Branch1][Ring1][C][#N][=C][Ring1][P][C][#N];0,8.4841
[O][=C][C][=C][NH1][C][=Branch1][C][=O][NH1][Ring1][#Branch1];0,9.7209
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[C][C][C][C][C][C][N][Branch1][#Branch1][C][C][C][C][C][C][C][=C][C][=C][Branch2][Ring1][Branch1][C][#C][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][C];0,7.2595
[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][S][C][=C][C][=C][Branch2][Ring1][Ring2][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1][=C][C][=C][Ring2][Ring1][=Branch2][Ring2][Ring2][C];0,6.6713
[N][#C][C][=C][C][=C][Branch1][C][N][C][Branch1][Ring1][C][#N][=C][Ring1][=Branch2];0,8.8701
[C][=C][Branch2][Ring2][=C][C][=N][C][=C][Branch1][Branch2][C][=C][NH1][C][=N][Ring1][Branch1][C][=C][C][=C][Ring1][O][N][=C][Ring1][#C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring2][#Branch1];0,5.8109
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[C][N][Branch1][C][C][C][=C][C][=C][N][=C][Branch2][Ring1][Branch2][C][=C][C][=C][Branch1][=C][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][=N][S][C][Ring2][Ring1][C][=C][Ring2][Ring1][=Branch1];0,6.8787
[O][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1];0,9.3416
[C][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring1][Ring1][=C][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=N][Ring1][=Branch2][C][C][C][Ring1][#C];0,6.7832
[C][O][C][=C][C][=C][Branch2][Ring1][=C][C][=C][C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=C][Branch1][Ring1][C][#N][C][Branch1][Ring1][O][C][=N][Ring1][P][C][=C][Ring2][Ring1][#Branch1];0,7.4031
[C][N][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][Branch1][C][=C][C][=C][C][=Branch1][C][=O][C][Branch1][C][O][=C][O][C][Ring1][Branch2][=C][Ring1][N][C][=C][Ring2][Ring1][C];0,6.9805
[N][#C][C][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O];0,8.9873
[O][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2];0,8.3192
[O][=C][C][=C][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][Cl][=C][C][=C][Ring1][#Branch2][NH1][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][Cl][C][=C][Ring2][Ring1][=Branch1][Ring1][#Branch2];0,8.8376
[C][=C][Branch2][Ring1][#C][C][=C][C][=C][O][C][=C][C][=C][Branch1][=Branch2][C][=C][N][=C][C][=N][Ring1][=Branch1][C][=C][Ring1][N][C][Ring1][#C][=C][Ring2][Ring1][Ring1][N][C][=C][C][=C][Branch1][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][C][=C][Ring1][#C][S][Ring2][Ring2][=Branch1];0,6.0248
[C][O][C][=C][C][=C][Branch2][Branch1][Ring1][C][#C][C][=C][C][=C][Branch2][Ring2][Branch1][C][#C][C][=C][C][=C][Branch2][Ring1][#Branch1][P][=Branch1][C][=O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][N][C][=C][Ring2][Ring2][Ring2];0,6.878
[O][=C][C][=C][NH1][C][=Branch1][C][=O][NH1][Ring1][#Branch1];0,9.7209
[N][#C][C][=C][Branch1][Ring1][C][#N][C][Branch1][Ring1][C][#N][=C][Branch2][Ring2][Branch1][C][=N][C][=N][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][C][=N][C][Branch1][Ring1][C][=O][=N][C][=Branch1][Branch1][=N][Ring2][Ring1][C][N][Ring1][=Branch2][Ring1][P][C][Branch1][Ring1][C][#N][=C][Ring2][Ring1][#C][C][#N];0,9.4712
[N][#C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1];0,8.4747
[N][#C][C][Branch1][Ring1][C][#N][=C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][NH1][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][Ring1][=C][Ring1][#Branch2];0,7.3619
[C][O][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch2][Ring2][Branch1][C][=C][C][=C][NH1][C][C][=C][C][Branch1][=Branch2][C][=C][N][=C][C][=N][Ring1][=Branch1][=C][C][=C][Ring1][N][S][C][=Ring1][#C][C][Ring2][Ring1][C][=C][Ring2][Ring1][=Branch1][C][Branch1][C][F][=C][Ring2][Ring1][#C][F];0,6.9111
[C][C][C][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring2][Ring2][=C][Branch1][Branch2][C][=Branch1][C][=O][C][C][C][C][=C][Ring1][O][O][C][Branch1][Branch2][C][C][=Branch1][C][=O][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][O][Ring1][=N][O][C][O][Ring2][Ring1][Branch2];0,7.8098
[C][N][Branch1][C][C][C][C][N][C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1];0,6.489
[C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][=C][C][=C][Ring1][S][N][Branch1][Branch1][C][C][C][C][C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][O][Ring2][Ring2][C];0,6.4363
[N][#C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1];0,8.4747
[C][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][S][C][C][C][N][C][C][N][Branch1][C][C][C][N][Ring1][#Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring1][=Branch1];0,6.0962
[C][O][C][=C][C][=C][C][O][C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][C][=C][Ring1][Branch2][O][C][Ring1][N][=O][=C][C][Ring2][Ring1][=Branch1][=Ring2][Ring1][C];0,7.1084
[O][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][=C][C][=C][Branch1][S][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][#Branch2][=O][C][=C][Ring1][P];0,7.6597
[C][C][=C][C][=C][Branch1][C][C][N][Ring1][=Branch1][C][=C][C][=C][C][Branch1][Ring1][C][#N][=C][Ring1][Branch2];0,7.5956
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[C][S][C][C][=C][Branch2][Ring1][=N][C][=C][C][=C][C][=C][C][=Branch1][=Branch2][=C][Ring1][=Branch1][O][C][Ring1][#Branch2][=O][C][C][C][N][Ring1][#Branch2][C][C][C][Ring1][=C][O][C][=Branch1][C][=O][C][=Ring2][Ring1][=Branch2][C][#N];0,7.1576
[N][#C][C][=C][C][=C][C][NH1][C][=C][C][Ring1][=Branch2][=Ring1][Branch1];0,8.2316
[N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][O][C][Ring1][O][=C][Ring1][#C];0,8.8053
[N][#C][C][=C][Branch1][Ring1][C][#N][C][Branch1][Ring1][C][#N][=C][Branch2][Ring2][Branch1][C][=N][C][=N][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][C][=N][C][Branch1][Ring1][C][=O][=N][C][=Branch1][Branch1][=N][Ring2][Ring1][C][N][Ring1][=Branch2][Ring1][P][C][Branch1][Ring1][C][#N][=C][Ring2][Ring1][#C][C][#N];0,9.4712
[C][C][=C][Branch2][Ring2][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][Branch2][Ring1][Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][N][=C][Ring1][=Branch1][Ring1][#Branch2][=C][C][=C][Ring2][Ring1][Ring2][Ring2][Ring1][N][C][=C][C][=C][C][=C][N][Ring2][Ring2][Branch1][Ring1][=Branch1];0,6.1096
[N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O];0,8.6236
[C][C][Branch1][C][C][N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=Ring1][O][Ring2][Ring1][Branch1];0,7.0706
[N][C][=C][C][=C][C][=N][C][Branch2][Ring2][N][C][=C][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][#Branch2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][O][=C][N][=C][Ring2][Ring2][Branch1][Ring2][Ring1][P];0,6.107
[F][C][=N][C][Branch1][C][F][=C][Branch1][C][F][C][Branch2][Ring1][#C][C][#C][C][=N][C][=C][N][=C][Ring1][=Branch1][C][#C][C][=C][Branch1][C][F][C][Branch1][C][F][=N][C][Branch1][C][F][=C][Ring1][=Branch2][F][=C][Ring2][Ring1][N][F];0,8.6537
[C][O][C][=C][C][=C][Branch2][Ring1][N][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][P][C][=C][C][=C][C][=C][Ring2][Ring1][O][Ring1][=Branch1];0,6.5435
[N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][O][C][Ring1][O][=C][Ring1][#C];0,8.8053
[N][#C][C][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][C][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][NH1][C][Ring1][S][=O];0,7.9701
[C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][C][=Branch1][=Branch1][=C][Ring1][=N][Ring1][=Branch2][C][Ring1][P][=O];0,7.5213
[C][=C][C][=C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N][C][=C][Ring2][Ring1][C];0,7.5146
[C][#Branch1][S][#C][C][=N][C][=N][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][C][=C][Branch2][Ring1][Ring2][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1];0,6.5055
