samples,energies
[O][=C][C][=C][NH1][C][=Branch1][C][=O][NH1][Ring1][#Branch1];0,9.7209
[C][N][C][C][N][Branch2][Ring1][#C][C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C][C][C][Ring2][Ring1][Branch2];0,6.8069
[C][#Branch1][#Branch2][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1];0,7.8693
[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][#Branch2][C][=C][C][=C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][C][=C][Ring1][N];0,8.0295
[C][C][=C][C][=C][C][N][=C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][=C][Ring1][=Branch2][N][Branch1][C][C][C][Ring2][Ring1][C][=Ring1][=C];0,7.9453
[O][=C][C][=C][NH1][C][=Branch1][C][=O][NH1][Ring1][#Branch1];0,9.7209
[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=C][C][=N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][S][Ring1][=N][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][#Branch1];0,6.4377
[F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][C][O][C][=N][N][=C][Branch1][C][Cl][N][=N][Ring1][#Branch1];0,9.2088
[Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch2][Ring2][=Branch1][C][=C][C][=C][C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][=C][Ring1][S][C][=N][C][=C][N][N][=C][N][=C][Ring1][=Branch2][Ring1][Branch1][=C][Ring2][Ring1][P][Cl];0,7.2986
[C][C][Branch1][C][C][C][=C][C][Branch1][Ring1][C][=O][=C][C][=C][Ring1][Branch2][N][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=Branch2][=C][Ring1][=N][C][=C][Ring2][Ring1][Branch1][Ring2][Ring1][S];0,6.6311
[C][S][C][S][C][Branch1][=Branch1][C][Branch1][C][C][=O][=C][N][=N][NH1][C][=Branch1][C][=O][C][=Ring1][=N][Ring1][#Branch1];0,7.97
[C][=C][C][=C][Branch2][Ring2][#C][N][C][=C][C][=C][Branch2][Ring2][C][C][=C][N][=C][Branch2][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][O][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][O][C][=C][Ring2][Ring2][C];0,6.5083
[C][O][C][=C][C][=C][Branch1][#C][C][#C][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][=C][Ring1][S][O][C];0,7.4095
[O][=C][C][=C][NH1][C][=Branch1][C][=O][NH1][Ring1][#Branch1];0,9.7209
[C][N][Branch1][C][C][C][=C][C][=C][Branch1][=C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#C];0,6.9763
[N][#C][C][=C][C][=C][C][Branch1][C][N][=C][Ring1][#Branch1][C][#N];0,8.8725
[C][#C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][Branch1][=Branch2][C][=N][C][=N][C][=N][Ring1][=Branch1][C][=C][C][Branch2][Ring1][#Branch2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][#Branch2][=Branch1][C][=O][=O][=C][C][=C][Ring2][Ring1][Branch1][Ring2][Ring1][S];0,7.3013
[F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][C][O][C][=N][N][=C][Branch1][C][Cl][N][=N][Ring1][#Branch1];0,9.1783
[N][#C][C][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][C][=C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][NH1][C][Ring1][S][=O];0,7.9421
[C][C][C][C][=C][C][=N][C][Ring1][Branch1][=C][C][=C][NH1][C][Branch1][=Branch2][C][=C][Ring1][Branch1][C][C][O][C][=C][N][=C][Branch1][S][C][=C][C][NH1][C][Ring2][Ring1][=Branch1][=C][C][=Ring1][Branch1][C][C][C][C][Branch1][Ring2][C][C][C][=C][Ring2][Ring1][C];0,6.4508
[C][O][C][=C][C][=C][C][Branch2][Ring1][Branch1][C][=N][C][Branch1][N][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][=N][O][Ring1][N][=C][C][=Branch1][C][=O][O][C][Ring2][Ring1][Ring1][=C][Ring2][Ring1][#Branch1];0,7.8516
[O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][C][=C][N][Ring1][#C][Ring1][=Branch1];0,6.5899
[C][C][=C][C][=C][C][=C][Branch2][Ring2][Branch2][C][=C][C][=C][C][=C][C][=C][C][Branch2][Ring1][Branch1][C][=C][C][=C][C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][Ring1][Branch2][=C][Ring1][N][=C][Ring2][Ring1][=Branch1][Ring2][Ring1][C][C][=C][Ring2][Ring1][N][O][C][Ring2][Ring1][S][=O];0,7.454
[C][C][=Branch1][C][=O][C][N][=C][Branch2][Ring1][S][C][=C][C][=C][Branch2][Ring1][Ring2][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1][O][C][=Ring2][Ring1][Branch2][C];0,6.7398
[C][C][C][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring2][Branch1][=C][Branch1][Branch2][C][=Branch1][C][=O][C][C][C][C][=C][Ring1][O][O][C][Branch1][Branch2][C][C][=Branch1][C][=O][O][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][O][Ring1][=C][O][C][O][Ring2][Ring1][=Branch2];0,7.723
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[N][C][=C][C][=C][C][=N][Ring1][=Branch1];0,8.4499
[O][=S][=Branch1][C][=O][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][=C][N][=C][C][=N][Ring1][=Branch1][C][=C][Ring1][N][C][=C][C][=C][Branch2][Ring1][Ring1][C][=C][Branch1][C][F][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][=Branch2][F][C][Branch1][C][Br][=C][Ring1][P];0,7.8598
[N][#C][C][=C][C][=C][C][Branch1][C][N][=C][Ring1][#Branch1][C][#N];0,8.8725
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O];0,8.3498
[C][N][Branch1][C][C][C][=C][C][=C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][Ring1][O][=C][Ring1][#C];0,6.8675
[C][O][C][=Branch1][C][=O][C][N][=C][Branch1][Branch2][C][=C][C][=C][O][Ring1][Branch1][O][C][=Ring1][#Branch2][C];0,8.2082
[N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O];0,8.6236
[O][=C][C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][=C][O][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring2][Ring1][Ring1][Ring1][Branch2];0,7.443
[N][C][=C][C][=C][C][=N][Ring1][=Branch1];0,8.4499
[O][=C][Branch1][C][O][C][O][C][=C][C][=C][NH1][C][=C][Branch1][#Branch1][C][Ring1][Branch1][=C][Ring1][=Branch2][C][C][C][C][Ring1][Branch2][=O];0,7.5624
[C][N][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][Branch2][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][C][=C][N][Ring1][#C][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch1];0,6.295
[N][#C][C][=C][C][=C][Branch2][Ring1][=N][C][=C][C][=C][Branch2][Ring1][Ring1][C][=C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][N][S][Ring1][P][S][Ring2][Ring1][=Branch1];0,7.1617
[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][#Branch2][C][=C][Branch2][Ring1][#C][C][=C][C][=C][Branch1][=C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=C][C][=C][N][=C][Ring2][Ring1][Ring1][Ring1][=Branch1][C][=C][C][=N][S][N][=C][Ring2][Ring1][N][Ring1][Branch1];0,6.8317
[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][Branch2][Ring1][N][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][=C][C][=Branch1][C][=O][N][Ring1][N][C][C][=C][Ring2][Ring1][Branch1];0,6.7675
[O][=C][C][=C][NH1][C][=Branch1][C][=O][NH1][Ring1][#Branch1];0,9.7209
[N][#C][C][=C][C][=C][C][Branch1][Ring1][C][#N][=C][Ring1][Branch2][N];0,8.9239
[C][=C][C][=C][Branch2][Ring2][Branch1][C][=C][C][Branch2][Ring1][=Branch2][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=C][C][Ring1][N][=C][Ring1][#Branch2][Ring1][=Branch1][=C][C][=N][Ring2][Ring1][=Branch1][N][=C][Ring2][Ring1][N];0,6.6943
[C][O][C][=C][C][=C][Branch2][Ring1][P][C][#C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][C][=C][N][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][Ring2][Ring1][N];0,6.5071
[F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][C][O][C][=N][N][=C][Branch1][C][Cl][N][=N][Ring1][#Branch1];0,9.2088
[F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][C][O][C][=N][N][=C][Branch1][C][Cl][N][=N][Ring1][#Branch1];0,9.2088
[C][C][=C][C][=C][C][=C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][#Branch2][=N][C][Ring1][=C][=C][Ring2][Ring1][C];0,8.0057
[C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch2][Ring2][Ring2][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring2][Ring1][Ring1][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring2][Branch1];0,6.2081
[C][C][=C][C][Branch1][C][C][=N][C][Branch1][C][N][=N][Ring1][Branch2];0,7.99
[Cl][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][N][=C][C][=C][Ring1][=Branch1][N][Ring1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][Branch1][=C][C][=C][C][=C][C][=N][S][N][=C][Ring1][=Branch2][Ring1][Branch1][=C][C][=C][Ring1][#C][Ring2][Ring1][#Branch1];0,6.7056
[C][N][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][P][C][=N][C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=Branch2];0,6.08
[C][=C][S][C][=C][C][Branch2][Ring2][O][C][=C][C][=N][C][Branch2][Ring1][#C][C][=C][C][=C][Branch2][Ring1][Ring1][N][C][=C][C][=C][C][O][C][=C][C][=Ring1][Branch1][C][=C][Ring1][=Branch2][Ring1][N][N][=C][Ring2][Ring1][C][=N][Ring2][Ring1][Branch2][=C][C][=C][Ring2][Ring1][=C][N][Ring2][Ring2][C];0,6.0128
[C][=C][N][=C][C][Branch2][Ring2][#C][C][=C][C][Branch1][Branch2][C][=C][C][=C][NH1][Ring1][Branch1][=C][C][=C][C][Branch2][Ring1][Ring1][C][=N][C][=N][C][NH1][C][=N][C][=Ring1][Branch1][N][=C][Ring1][=Branch2][NH1][Ring1][N][=C][C][Ring2][Ring1][C][=C][Ring2][Ring1][O][=C][Ring2][Ring1][P];0,6.6003
[N][#C][C][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O];0,8.9873
[C][=C][C][=C][C][=C][Ring1][=Branch1];0,9.3262
[C][#Branch1][S][#C][C][=N][C][=N][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][C][=C][Branch2][Ring1][Ring2][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1];0,6.5055
[N][#C][C][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O];0,8.9873
[N][#C][C][=C][C][=C][C][=C][NH1][C][Ring1][Branch1][=C][Ring1][=Branch2];0,8.251
[Cl][C][=C][Branch1][C][Cl][C][Branch1][=N][C][=N][C][S][C][=N][C][=Ring1][Branch1][S][Ring1][Branch2][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][P][C][=C][NH1][C][Branch2][Ring1][Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1][=C][Ring2][Ring1][Ring1];0,7.0806
[N][#C][C][=C][C][Branch1][Ring1][C][#N][=C][Branch2][Ring2][#Branch1][C][=N][C][=C][C][N][=C][Branch1][P][C][=C][C][=C][N][=C][N][Branch1][C][Br][C][Ring1][=Branch1][=C][Ring1][#Branch2][O][C][=Ring1][#C][C][=C][Ring2][Ring1][Ring1][O][Ring2][Ring1][=Branch1][C][Branch1][Ring1][C][#N][=C][Ring2][Ring1][S];0,8.007
[C][C][C][C][C][=C][C][Branch1][Ring1][C][=O][=C][C][=C][C][=C][Branch1][Branch1][C][C][C][C][C][=C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][Ring2][Ring1][#Branch2][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][Ring2][Ring1][=Branch1];0,6.5126
[C][N][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][S][C][=Branch1][=C][=C][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][=Branch2];0,6.2314
[C][N][Branch1][C][C][C][=C][C][=C][Branch1][P][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=C][Ring1][S];0,7.0407
[O][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2];0,8.3192
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[C][O][C][=C][C][NH1][C][=C][Branch1][#C][C][=Ring1][Branch1][C][=C][Ring1][=Branch2][O][C][C][=Branch1][C][=O][O][C][C][C][C][Ring1][=C][=O];0,7.3855
[C][O][C][=Branch1][C][=O][C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][Branch1][C][C][=N][N][Ring1][#Branch1][C][=Ring1][=C][C];0,7.9409
[O][=C][C][=C][C][=C][Branch2][Ring1][S][O][C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][Ring2][C][C][O][C][Ring1][=C][=O][C][=C][Ring2][Ring1][=Branch2];0,7.9025
[O][C][=C][Branch2][Ring1][#Branch2][C][=N][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][=C][NH1][Ring1][P][C][=C][C][=C][Ring2][Ring1][#Branch1][C][C][C][N][Ring1][=Branch1][C][C][C][Ring1][#Branch2];0,6.1269
[C][C][=C][C][=Branch1][C][=O][NH1][C][=Branch1][C][=O][NH1][Ring1][Branch2];0,9.3421
[N][#C][C][=C][C][=C][Branch1][C][N][C][=N][O][N][=C][Ring1][#Branch2][Ring1][Branch1];0,8.8095
[N][C][=C][C][=C][C][=N][Ring1][=Branch1];0,8.4499
[N][#C][C][=C][Branch1][Ring1][C][#N][C][Branch1][Ring1][C][#N][=C][Branch2][Ring2][Branch1][C][=N][C][=N][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][C][=N][C][Branch1][Ring1][C][=O][=N][C][=Branch1][Branch1][=N][Ring2][Ring1][C][N][Ring1][=Branch2][Ring1][P][C][Branch1][Ring1][C][#N][=C][Ring2][Ring1][#C][C][#N];0,9.4712
[C][C][=C][C][=C][Branch2][Ring2][O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch2][Ring1][Ring1][C][=Branch1][Branch2][=C][Branch1][Ring1][C][#N][C][#N][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][C][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][#C];0,7.1093
[Cl][C][=C][Branch1][#C][N][C][=C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][=C][C][=C][Branch1][Branch2][C][=C][C][=C][O][Ring1][Branch1][C][=C][C][=C][C][=C][C][=C][C][=C][C][Branch1][O][C][Ring2][Ring1][P][=C][Ring2][Ring1][Branch1][Ring1][N][=C][Ring1][Branch2][Ring1][N];0,5.9802
[C][C][=C][C][=C][C][=N][C][C][=Branch1][C][=O][NH1][C][=Branch1][C][=O][NH1][C][=Ring1][Branch2][N][=C][Ring1][S][Ring1][N];0,8.2064
[N][#C][C][=C][C][=C][N][=C][NH1][C][=Branch1][C][=O][NH1][C][=Branch1][C][=O][C][Ring1][Branch2][=N][C][Ring1][N][=C][Ring1][S];0,8.6387
[N][#C][C][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O];0,8.9873
[C][N][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][P][C][=N][C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=Branch2];0,6.08
[C][C][N][Branch1][Ring1][C][C][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=C][C][=N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][S][Ring1][=N][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][#Branch1];0,6.52
[C][C][C][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring2][Ring2][=C][Branch1][Branch2][C][=Branch1][C][=O][C][C][C][C][=C][Ring1][O][O][C][Branch1][Branch2][C][C][=Branch1][C][=O][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][O][Ring1][=N][O][C][O][Ring2][Ring1][Branch2];0,7.7254
[C][O][C][=Branch1][C][=O][C][Branch2][Ring1][P][C][C][=C][C][=C][O][C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][=N][C][Ring1][=C][=C][Ring2][Ring1][C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C];0,6.7918
[N][#C][C][=C][C][=C][Branch1][C][N][C][=N][O][N][=C][Ring1][#Branch2][Ring1][Branch1];0,8.8095
[C][C][O][C][=Branch1][C][=O][C][C][=C][Branch1][C][C][N][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Ring1][S][Ring1][N];0,7.5907
[N][#C][C][=C][C][Branch2][Ring1][Branch1][C][#C][C][=C][Branch1][C][F][C][Branch1][C][F][=N][C][Branch1][C][F][=C][Ring1][=Branch2][F][=C][Branch2][Ring1][Branch1][C][#C][C][=C][Branch1][C][F][C][Branch1][C][F][=N][C][Branch1][C][F][=C][Ring1][=Branch2][F][C][=C][Ring2][Ring1][=C][C][#N];0,9.2038
[N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][O][C][Ring1][O][=C][Ring1][#C];0,8.8053
[C][C][=C][N][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][NH1][C][Ring1][O][=O];0,9.8381
[C][O][C][=C][C][=C][Branch2][Ring1][S][C][=Branch1][C][=O][N][N][C][=C][Branch1][=N][C][C][=C][Ring1][=Branch1][C][C][C][C][Ring1][=Branch1][=O][C][=Branch1][C][=O][C][C][C][Ring1][#C][C][=C][Ring2][Ring1][=Branch2];0,7.0795
[F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][C][O][C][=N][N][=C][Branch1][C][Cl][N][=N][Ring1][#Branch1];0,9.2088
[F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][C][O][C][=N][N][=C][Branch1][C][Cl][N][=N][Ring1][#Branch1];0,9.1783
[N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][O][C][Ring1][O][=C][Ring1][#C];0,8.8053
[N][#C][C][=C][C][=C][N][=C][NH1][C][=Branch1][C][=O][NH1][C][=Branch1][C][=O][C][Ring1][Branch2][=N][C][Ring1][N][=C][Ring1][S];0,8.6387
[O][=C][C][=C][NH1][C][=Branch1][C][=O][NH1][Ring1][#Branch1];0,9.7209
[N][#C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][Ring1][C][#N][C][O][C][=C][C][O][C][=C][Branch1][Ring1][C][#N][C][Branch1][C][F][=C][Branch1][C][F][C][Branch1][Ring1][C][#N][=C][Ring1][N][O][C][=Ring1][S][C][=C][Ring2][Ring1][Ring2][O][C][Ring2][Ring1][S][=Ring2][Ring1][Branch2];0,8.4371
[F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][C][C][O][C][=N][N][=C][Branch1][C][Cl][N][=N][Ring1][#Branch1];0,9.1783
[N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2];0,7.8018
[N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=Branch1][C][=O][O][C][Ring1][O][=C][Ring1][#C];0,8.8053
[C][C][Branch1][C][C][C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][S][C][=Ring1][N][C][S][C][Branch2][Ring1][Branch1][C][NH1][C][=N][C][=Ring1][Branch1][C][=C][C][=C][C][=N][S][N][=C][Ring1][=Branch2][Ring1][Branch1][=C][C][=Ring2][Ring1][Ring1][Ring2][Ring1][P];0,6.2424
[O][=C][C][C][=Branch1][C][=O][N][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][=C][Ring1][=Branch2][N][Ring1][#C];0,8.6625
[C][C][C][C][N][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N][C][=C][C][=C][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][N][N][Branch1][Branch1][C][C][C][C][C][Ring2][Ring1][Ring1][=C][Ring2][Ring1][#Branch1][Ring2][Ring2][Ring2];0,6.1084
[C][N][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][P][C][=N][C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N][Branch1][C][C][C][C][=C][Ring1][=Branch2][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=Branch2];0,6.0902
[C][=C][C][=C][Branch2][Ring1][C][C][=C][S][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=N][Ring1][O][C][=C][Ring1][P];0,7.6041
[O][=C][Branch1][C][O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][S][C][C][C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][=N][N][Ring1][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][O];0,6.4695
[C][C][=Branch1][C][=O][C][C][=C][N][C][=C][Branch2][Ring1][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][O][C][=Ring1][#C][C][N][Branch2][Ring1][C][C][C][C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring1][=Branch2][=O];0,7.1173
[N][#C][C][=C][C][=C][Branch1][Ring1][C][#N][C][Branch1][C][N][=C][Ring1][=Branch2];0,8.8908
[O][=C][C][=C][C][=C][C][C][=C][O][C][=Ring1][Branch1][C][=C][Ring1][=Branch2][O][Ring1][=N];0,8.5807
[N][#C][C][=C][C][=C][Branch1][C][N][C][=N][O][N][=C][Ring1][#Branch2][Ring1][Branch1];0,9.1886
